Unnamed: 0,층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,시야방해점수,좌석공간넓음,휠체어석,1/거리**3,무대정면과의각도,좌우시선각도,상하시선각도
615,1층,B블록,12,11,1층 B블록12열 11,597,1764,109,1층 D블록12열 2,1865.472058,45.6782249,9.451022724,100,0,0,1.5404008691012227e-10,0.947,11.077246383721096,3.349714647134362
616,1층,B블록,12,12,1층 B블록12열 12,544,1768,109,1층 D블록12열 1,1853.008635,46.3993303,8.747029514,100,0,0,1.5716928251813965e-10,0.956,9.482337583089308,3.37227095112397
617,1층,C블록,12,1,1층 C블록12열 1,390,1780,109,1층 C블록12열 14,1825.481032,48.10558918,6.561576355,100,0,0,1.6438721049235064e-10,0.977,12.358285059317632,3.423183734795953
618,1층,C블록,12,2,1층 C블록12열 2,330,1783,109,1층 C블록12열 13,1816.554431,48.64619624,5.682367688,100,0,0,1.66822549225239e-10,0.983,10.485723384234076,3.440025552208528
619,1층,C블록,12,3,1층 C블록12열 3,270,1786,109,1층 C블록12열 12,1809.579233,49.08845593,4.794589497,100,0,0,1.6875909558970264e-10,0.989,8.596640827008054,3.453301511517475
620,1층,C블록,12,4,1층 C블록12열 4,210,1789,109,1층 C블록12열 11,1804.578067,49.42875824,3.915847406,100,0,0,1.7016607284595348e-10,0.993,6.694970715394276,3.46288356519428
621,1층,C블록,12,5,1층 C블록12열 5,150,1790,109,1층 C블록12열 10,1799.578006,49.71986963,3.08458919,100,0,0,1.715884179077574e-10,0.997,4.790130722363215,3.472516840567138
622,1층,C블록,12,6,1층 C블록12열 6,90,1791,109,1층 C블록12열 9,1796.569509,49.90578256,2.358792147,100,0,0,1.7245187714529908e-10,0.999,2.8767650703006717,3.478338992081286
623,1층,C블록,12,7,1층 C블록12열 7,30,1792,109,1층 C블록12열 8,1795.562586,49.98494733,1.88845507,100,0,0,1.7274216470002162e-10,1.0,0.9591031435538333,3.480291991034184
624,1층,C블록,12,8,1층 C블록12열 8,-30,1792,109,1층 C블록12열 7,1795.562586,49.98494733,1.88845507,100,0,0,1.7274216470002162e-10,1.0,0.9591031435538333,3.480291991034184
625,1층,C블록,12,9,1층 C블록12열 9,-90,1791,109,1층 C블록12열 6,1796.569509,49.90578256,2.358792147,100,0,0,1.7245187714529908e-10,0.999,2.8767650703006717,3.478338992081286
626,1층,C블록,12,10,1층 C블록12열 10,-150,1790,109,1층 C블록12열 5,1799.578006,49.71986963,3.08458919,100,0,0,1.715884179077574e-10,0.997,4.790130722363215,3.472516840567138
627,1층,C블록,12,11,1층 C블록12열 11,-210,1789,109,1층 C블록12열 4,1804.578067,49.42875824,3.915847406,100,0,0,1.7016607284595348e-10,0.993,6.694970715394276,3.46288356519428
628,1층,C블록,12,12,1층 C블록12열 12,-270,1786,109,1층 C블록12열 3,1809.579233,49.08845593,4.794589497,100,0,0,1.6875909558970264e-10,0.989,8.596640827008054,3.453301511517475
629,1층,C블록,12,13,1층 C블록12열 13,-330,1783,109,1층 C블록12열 2,1816.554431,48.64619624,5.682367688,100,0,0,1.66822549225239e-10,0.983,10.485723384234076,3.440025552208528
630,1층,C블록,12,14,1층 C블록12열 14,-390,1780,109,1층 C블록12열 1,1825.481032,48.10558918,6.561576355,100,0,0,1.6438721049235064e-10,0.977,12.358285059317632,3.423183734795953
631,1층,D블록,12,1,1층 D블록12열 1,-544,1768,109,1층 B블록12열 12,1853.008635,46.3993303,8.747029514,100,0,0,1.5716928251813965e-10,0.956,9.482337583089308,3.37227095112397
632,1층,D블록,12,2,1층 D블록12열 2,-597,1764,109,1층 B블록12열 11,1865.472058,45.6782249,9.451022724,100,0,0,1.5404008691012227e-10,0.947,11.077246383721096,3.349714647134362
633,1층,D블록,12,3,1층 D블록12열 3,-651,1759,109,1층 B블록12열 10,1878.766351,44.90132785,10.14707241,100,0,0,1.5079317311967098e-10,0.938,12.688952781824057,3.325985058388213
634,1층,D블록,12,4,1층 D블록12열 4,-704,1754,109,1층 B블록12열 9,1893.148964,44.0836533,10.80024342,100,0,0,1.473824038139553e-10,0.928,14.248570569987509,3.300688819155002
635,1층,D블록,12,5,1층 D블록12열 5,-757,1746,109,1층 B블록12열 8,1906.160014,43.26901666,11.45254198,100,0,0,1.4438495272386308e-10,0.917,15.819351540035907,3.278134305791543
636,1층,D블록,12,6,1층 D블록12열 6,-810,1739,109,1층 B블록12열 7,1921.484322,42.38423795,12.06244641,100,0,0,1.4095791402981306e-10,0.906,17.355003030623525,3.2519621592363337
637,1층,D블록,12,7,1층 D블록12열 7,-863,1732,109,1층 B블록12열 6,1938.162532,41.45426065,12.63884651,100,0,0,1.373502388603102e-10,0.895,18.86521110686607,3.223948786177457
638,1층,D블록,12,8,1층 D블록12열 8,-916,1724,109,1층 B블록12열 5,1955.278241,40.49918028,13.19231181,100,0,0,1.3377479620291996e-10,0.883,20.362322797792856,3.195698221180273
639,1층,D블록,12,9,1층 D블록12열 9,-969,1716,109,1층 B블록12열 4,1973.701599,39.50804174,13.7114038,100,0,0,1.3006352529127278e-10,0.871,21.832387825589088,3.1658376972318205
640,1층,D블록,12,10,1층 D블록12열 10,-1021,1707,109,1층 B블록12열 3,1992.026857,38.51974471,14.20049955,100,0,0,1.265069635499793e-10,0.858,23.264322906875318,3.136684931220375
641,1층,D블록,12,11,1층 D블록12열 11,-1074,1699,109,1층 B블록12열 2,2012.94759,37.47338803,14.65110532,100,0,0,1.2260342350891585e-10,0.845,24.67808549025294,3.104053002691402
642,1층,D블록,12,12,1층 D블록12열 12,-1127,1690,109,1층 B블록12열 1,2034.2345,36.4178244,15.07918883,100,0,0,1.1879466943340998e-10,0.832,26.077499157378416,3.07153983722806
643,1층,E블록,12,1,1층 E블록12열 1,-1280,1660,109,1층 A블록12열 12,2099.019057,33.32789826,16.17488065,100,0,0,1.081311583355305e-10,0.792,23.52315537177157,2.9766524518827957
644,1층,E블록,12,2,1층 E블록12열 2,-1329,1650,109,1층 A블록12열 11,2121.466945,32.32927171,16.47329241,100,0,0,1.0473484444543579e-10,0.779,24.737765939069664,2.94512766609696
645,1층,E블록,12,3,1층 E블록12열 3,-1378,1640,109,1층 A블록12열 10,2144.846148,31.33156098,16.74510724,100,0,0,1.0134715557958223e-10,0.766,25.92635325604396,2.9129974111375496
646,1층,E블록,12,4,1층 E블록12열 4,-1426,1628,109,1층 A블록12열 9,2166.965851,30.36360386,17.01161763,100,0,0,9.827516867361537e-11,0.752,27.103712433676712,2.8832371991758556
647,1층,E블록,12,5,1층 E블록12열 5,-1475,1616,109,1층 A블록12열 8,2190.653327,29.3788233,17.25553582,100,0,0,9.512157520875175e-11,0.739,28.276090429484604,2.8520349158364366
648,1층,E블록,12,6,1층 E블록12열 6,-1523,1604,109,1층 A블록12열 7,2214.548712,28.42157678,17.47326464,100,0,0,9.207554266553621e-11,0.725,29.404076688605038,2.821235906472065
649,1층,E블록,12,7,1층 E블록12열 7,-1572,1593,109,1층 A블록12열 6,2240.694981,27.45514935,17.65814384,100,0,0,8.888976865200201e-11,0.712,30.507745625143542,2.7882892424888452
650,1층,E블록,12,8,1층 E블록12열 8,-1620,1581,109,1층 A블록12열 5,2266.239617,26.52149569,17.83064856,100,0,0,8.591767535628175e-11,0.698,31.58594124320951,2.7568357447586984
651,1층,E블록,12,9,1층 E블록12열 9,-1668,1567,109,1층 A블록12열 4,2291.199249,25.59869084,18.00319608,100,0,0,8.314026896937214e-11,0.685,32.676153417051204,2.7267807892926945
652,1층,E블록,12,10,1층 E블록12열 10,-1717,1553,109,1층 A블록12열 3,2317.709861,24.67212069,18.15461161,100,0,0,8.03198325522292e-11,0.671,33.759045751271294,2.6955679447101875
653,1층,E블록,12,11,1층 E블록12열 11,-1765,1540,109,1층 A블록12열 2,2344.931982,23.78374885,18.27545476,100,0,0,7.755490143571029e-11,0.657,34.78251263426752,2.664252613429621
654,1층,E블록,12,12,1층 E블록12열 12,-1813,1526,109,1층 A블록12열 1,2372.240713,22.91077296,18.38744907,100,0,0,7.490722950312028e-11,0.644,35.80062132192327,2.6335605598493737
655,1층,A블록,13,1,1층 A블록13열 1,1838,1618,130,1층 E블록13열 12,2452.155786,22.82282427,17.48742552,100,0,0,6.781969422364957e-11,0.661,34.60614264466711,3.038936120465635
656,1층,A블록,13,2,1층 A블록13열 2,1790,1631,130,1층 E블록13열 11,2425.110513,23.62704192,17.37403425,100,0,0,7.0114105382967e-11,0.674,33.62481402752482,3.0728592397553154
657,1층,A블록,13,3,1층 A블록13열 3,1742,1645,130,1층 E블록13열 10,2399.476818,24.44809717,17.23354904,100,0,0,7.238529099594949e-11,0.687,32.60419701358006,3.1057187209369874
658,1층,A블록,13,4,1층 A블록13열 4,1694,1658,130,1층 E블록13열 9,2373.920807,25.28023391,17.08446283,100,0,0,7.474829984690273e-11,0.699,31.579081342009626,3.1391860840483483
659,1층,A블록,13,5,1층 A블록13열 5,1646,1672,130,1층 E블록13열 8,2349.851059,26.12444952,16.90645723,100,0,0,7.706887002308572e-11,0.713,30.51479336821735,3.171373777292317
660,1층,A블록,13,6,1층 A블록13열 6,1594,1685,130,1층 E블록13열 7,2323.136027,27.04887493,16.71327475,100,0,0,7.975833520949421e-11,0.726,29.37407126861163,3.207881103274677
661,1층,A블록,13,7,1층 A블록13열 7,1546,1697,130,1층 E블록13열 6,2299.309679,27.91123733,16.51410478,100,0,0,8.226357848842793e-11,0.739,28.29788587272291,3.2411577449966495
662,1층,A블록,13,8,1층 A블록13열 8,1497,1708,130,1층 E블록13열 5,2274.900657,28.8003808,16.30251051,100,0,0,8.494008506803351e-11,0.752,27.19714536543573,3.2759721683365197
663,1층,A블록,13,9,1층 A블록13열 9,1449,1720,130,1층 E블록13열 4,2252.754092,29.67372734,16.06097682,100,0,0,8.746990166773307e-11,0.765,26.07594600522436,3.3082135338720353
664,1층,A블록,13,10,1층 A블록13열 10,1400,1732,130,1층 E블록13열 3,2230.857234,30.56699395,15.7944543,100,0,0,9.007093392028171e-11,0.778,24.912853781232535,3.340721791714363
665,1층,A블록,13,11,1층 A블록13열 11,1347,1743,130,1층 E블록13열 2,2206.662185,31.54017853,15.50111671,100,0,0,9.306629866560966e-11,0.791,23.660803551761326,3.377393542829434
666,1층,A블록,13,12,1층 A블록13열 12,1298,1753,130,1층 E블록13열 1,2185.111668,32.43885668,15.20711465,100,0,0,9.584712529620823e-11,0.804,22.481667295991098,3.4107420690976036
667,1층,B블록,13,1,1층 B블록13열 1,1144,1783,130,1층 D블록13열 12,2122.433745,35.22597361,14.13952291,100,0,0,1.0459178481331238e-10,0.842,24.988798218273686,3.5115897137680645
668,1층,B블록,13,2,1층 B블록13열 2,1090,1792,130,1층 D블록13열 11,2101.490899,36.18759913,13.72308376,100,0,0,1.0775004480092657e-10,0.854,23.614379866725443,3.5466297360512464
669,1층,B블록,13,3,1층 B블록13열 3,1035,1802,130,1층 D블록13열 10,2082.145288,37.13634957,13.25845619,100,0,0,1.1078141515705067e-10,0.867,22.175362963702295,3.5796248962069552
670,1층,B블록,13,4,1층 B블록13열 4,981,1811,130,1층 D블록13열 9,2063.730118,38.04971064,12.77999203,100,0,0,1.1377354576211058e-10,0.879,20.747896091906995,3.6116089514151324
671,1층,B블록,13,5,1층 B블록13열 5,929,1818,130,1층 D블록13열 8,2045.743141,38.92210761,12.30750016,100,0,0,1.1680103435531509e-10,0.89,19.371030677171916,3.6434063179781093
672,1층,B블록,13,6,1층 B블록13열 6,875,1826,130,1층 D블록13열 7,2028.990143,39.78557776,11.77940458,100,0,0,1.1971820273811842e-10,0.902,17.90719909721042,3.6735303729776194
673,1층,B블록,13,7,1층 B블록13열 7,820,1834,130,1층 D블록13열 6,2013.170634,40.62706098,11.21248625,100,0,0,1.2256267744211108e-10,0.913,16.393851087742863,3.7024370901632015
674,1층,B블록,13,8,1층 B블록13열 8,766,1841,130,1층 D블록13열 5,1998.23347,41.42330909,10.63493909,100,0,0,1.253318103552946e-10,0.923,14.89507913640017,3.730152512483189
675,1층,B블록,13,9,1층 B블록13열 9,711,1849,130,1층 D블록13열 4,1985.251118,42.17046688,10.01024241,100,0,0,1.278067090626377e-10,0.933,13.337306231542923,3.7545803354425846
676,1층,B블록,13,10,1층 B블록13열 10,661,1853,130,1층 D블록13열 3,1971.656664,42.86343446,9.4474415,100,0,0,1.3046863751771394e-10,0.942,11.936222996106947,3.7805054450894713
677,1층,B블록,13,11,1층 B블록13열 11,606,1858,130,1층 D블록13열 2,1958.647493,43.56375626,8.797189688,100,0,0,1.3308562760266008e-10,0.951,10.36805581007739,3.8056521119547404
678,1층,B블록,13,12,1층 B블록13열 12,552,1863,130,1층 D블록13열 1,1947.401602,44.19296999,8.134074325,100,0,0,1.3540460393708737e-10,0.959,8.808309659738532,3.8276617193518767
679,1층,C블록,13,1,1층 C블록13열 1,396,1875,130,1층 C블록13열 14,1920.765733,45.71682156,6.130051111,100,0,0,1.4111617701415943e-10,0.978,11.925614112557088,3.880821884358862
680,1층,C블록,13,2,1층 C블록13열 2,335,1878,130,1층 C블록13열 13,1912.069298,46.201828,5.329168825,100,0,0,1.4305041289971605e-10,0.984,10.114111973342405,3.898499787125704
681,1층,C블록,13,3,1층 C블록13열 3,274,1881,130,1층 C블록13열 12,1905.291841,46.59829788,4.527010911,100,0,0,1.445824157710501e-10,0.99,8.287824137297665,3.9123889890233436
682,1층,C블록,13,4,1층 C블록13열 4,213,1884,130,1층 C블록13열 11,1900.453893,46.90304635,3.742149598,100,0,0,1.4568941086447462e-10,0.994,6.450318043047781,3.922364248636772
683,1층,C블록,13,5,1층 C블록13열 5,152,1885,130,1층 C블록13열 10,1895.581441,47.16388546,3.013646624,100,0,0,1.4681575267809616e-10,0.997,4.610162233907428,3.932462236788196
684,1층,C블록,13,6,1층 C블록13열 6,91,1886,130,1층 C블록13열 9,1892.663996,47.33010751,2.39776354,100,0,0,1.474957267269982e-10,0.999,2.762394181513881,3.9385334863066936
685,1층,C블록,13,7,1층 C블록13열 7,30,1887,130,1층 C블록13열 8,1891.710602,47.40034286,2.01778298,100,0,0,1.477188460938965e-10,1.0,0.9108259617128932,3.9405215833405753
686,1층,C블록,13,8,1층 C블록13열 8,-30,1887,130,1층 C블록13열 7,1891.710602,47.40034286,2.01778298,100,0,0,1.477188460938965e-10,1.0,0.9108259617128932,3.9405215833405753
687,1층,C블록,13,9,1층 C블록13열 9,-91,1886,130,1층 C블록13열 6,1892.663996,47.33010751,2.39776354,100,0,0,1.474957267269982e-10,0.999,2.762394181513881,3.9385334863066936
688,1층,C블록,13,10,1층 C블록13열 10,-152,1885,130,1층 C블록13열 5,1895.581441,47.16388546,3.013646624,100,0,0,1.4681575267809616e-10,0.997,4.610162233907428,3.932462236788196
689,1층,C블록,13,11,1층 C블록13열 11,-213,1884,130,1층 C블록13열 4,1900.453893,46.90304635,3.742149598,100,0,0,1.4568941086447462e-10,0.994,6.450318043047781,3.922364248636772
690,1층,C블록,13,12,1층 C블록13열 12,-274,1881,130,1층 C블록13열 3,1905.291841,46.59829788,4.527010911,100,0,0,1.445824157710501e-10,0.99,8.287824137297665,3.9123889890233436
691,1층,C블록,13,13,1층 C블록13열 13,-335,1878,130,1층 C블록13열 2,1912.069298,46.201828,5.329168825,100,0,0,1.4305041289971605e-10,0.984,10.114111973342405,3.898499787125704
692,1층,C블록,13,14,1층 C블록13열 14,-396,1875,130,1층 C블록13열 1,1920.765733,45.71682156,6.130051111,100,0,0,1.4111617701415943e-10,0.978,11.925614112557088,3.880821884358862
693,1층,D블록,13,1,1층 D블록13열 1,-552,1863,130,1층 B블록13열 12,1947.401602,44.19296999,8.134074325,100,0,0,1.3540460393708737e-10,0.959,8.808309659738532,3.8276617193518767
694,1층,D블록,13,2,1층 D블록13열 2,-606,1858,130,1층 B블록13열 11,1958.647493,43.56375626,8.797189688,100,0,0,1.3308562760266008e-10,0.951,10.36805581007739,3.8056521119547404
695,1층,D블록,13,3,1층 D블록13열 3,-661,1853,130,1층 B블록13열 10,1971.656664,42.86343446,9.4474415,100,0,0,1.3046863751771394e-10,0.942,11.936222996106947,3.7805054450894713
696,1층,D블록,13,4,1층 D블록13열 4,-711,1849,130,1층 B블록13열 9,1985.251118,42.17046688,10.01024241,100,0,0,1.278067090626377e-10,0.933,13.337306231542923,3.7545803354425846
697,1층,D블록,13,5,1층 D블록13열 5,-766,1841,130,1층 B블록13열 8,1998.23347,41.42330909,10.63493909,100,0,0,1.253318103552946e-10,0.923,14.89507913640017,3.730152512483189
698,1층,D블록,13,6,1층 D블록13열 6,-820,1834,130,1층 B블록13열 7,2013.170634,40.62706098,11.21248625,100,0,0,1.2256267744211108e-10,0.913,16.393851087742863,3.7024370901632015
699,1층,D블록,13,7,1층 D블록13열 7,-875,1826,130,1층 B블록13열 6,2028.990143,39.78557776,11.77940458,100,0,0,1.1971820273811842e-10,0.902,17.90719909721042,3.6735303729776194
700,1층,D블록,13,8,1층 D블록13열 8,-929,1818,130,1층 B블록13열 5,2045.743141,38.92210761,12.30750016,100,0,0,1.1680103435531509e-10,0.89,19.371030677171916,3.6434063179781093
701,1층,D블록,13,9,1층 D블록13열 9,-981,1811,130,1층 B블록13열 4,2063.730118,38.04971064,12.77999203,100,0,0,1.1377354576211058e-10,0.879,20.747896091906995,3.6116089514151324
702,1층,D블록,13,10,1층 D블록13열 10,-1035,1802,130,1층 B블록13열 3,2082.145288,37.13634957,13.25845619,100,0,0,1.1078141515705067e-10,0.867,22.175362963702295,3.5796248962069552
703,1층,D블록,13,11,1층 D블록13열 11,-1090,1792,130,1층 B블록13열 2,2101.490899,36.18759913,13.72308376,100,0,0,1.0775004480092657e-10,0.854,23.614379866725443,3.5466297360512464
704,1층,D블록,13,12,1층 D블록13열 12,-1144,1783,130,1층 B블록13열 1,2122.433745,35.22597361,14.13952291,100,0,0,1.0459178481331238e-10,0.842,24.988798218273686,3.5115897137680645
705,1층,E블록,13,1,1층 E블록13열 1,-1298,1753,130,1층 A블록13열 12,2185.111668,32.43885668,15.20711465,100,0,0,9.584712529620823e-11,0.804,22.481667295991098,3.4107420690976036
706,1층,E블록,13,2,1층 E블록13열 2,-1347,1743,130,1층 A블록13열 11,2206.662185,31.54017853,15.50111671,100,0,0,9.306629866560966e-11,0.791,23.660803551761326,3.377393542829434
707,1층,E블록,13,3,1층 E블록13열 3,-1400,1732,130,1층 A블록13열 10,2230.857234,30.56699395,15.7944543,100,0,0,9.007093392028171e-11,0.778,24.912853781232535,3.340721791714363
708,1층,E블록,13,4,1층 E블록13열 4,-1449,1720,130,1층 A블록13열 9,2252.754092,29.67372734,16.06097682,100,0,0,8.746990166773307e-11,0.765,26.07594600522436,3.3082135338720353
709,1층,E블록,13,5,1층 E블록13열 5,-1497,1708,130,1층 A블록13열 8,2274.900657,28.8003808,16.30251051,100,0,0,8.494008506803351e-11,0.752,27.19714536543573,3.2759721683365197
710,1층,E블록,13,6,1층 E블록13열 6,-1546,1697,130,1층 A블록13열 7,2299.309679,27.91123733,16.51410478,100,0,0,8.226357848842793e-11,0.739,28.29788587272291,3.2411577449966495
711,1층,E블록,13,7,1층 E블록13열 7,-1594,1685,130,1층 A블록13열 6,2323.136027,27.04887493,16.71327475,100,0,0,7.975833520949421e-11,0.726,29.37407126861163,3.207881103274677
712,1층,E블록,13,8,1층 E블록13열 8,-1646,1672,130,1층 A블록13열 5,2349.851059,26.12444952,16.90645723,100,0,0,7.706887002308572e-11,0.713,30.51479336821735,3.171373777292317
713,1층,E블록,13,9,1층 E블록13열 9,-1694,1658,130,1층 A블록13열 4,2373.920807,25.28023391,17.08446283,100,0,0,7.474829984690273e-11,0.699,31.579081342009626,3.1391860840483483
714,1층,E블록,13,10,1층 E블록13열 10,-1742,1645,130,1층 A블록13열 3,2399.476818,24.44809717,17.23354904,100,0,0,7.238529099594949e-11,0.687,32.60419701358006,3.1057187209369874
715,1층,E블록,13,11,1층 E블록13열 11,-1790,1631,130,1층 A블록13열 2,2425.110513,23.62704192,17.37403425,100,0,0,7.0114105382967e-11,0.674,33.62481402752482,3.0728592397553154
716,1층,E블록,13,12,1층 E블록13열 12,-1838,1618,130,1층 A블록13열 1,2452.155786,22.82282427,17.48742552,100,0,0,6.781969422364957e-11,0.661,34.60614264466711,3.038936120465635
717,1층,B블록,14,1,1층 B블록14열 1,1159,1877,151,1층 D블록14열 12,2211.156032,34.11258452,13.27281103,100,0,0,9.250002071634648e-11,0.851,23.993151117448928,3.915780380941339
718,1층,B블록,14,2,1층 B블록14열 2,1105,1886,151,1층 D블록14열 11,2191.077817,34.97314738,12.87406121,100,0,0,9.506630058322963e-11,0.863,22.66474080464642,3.9517198695766935
719,1층,B블록,14,3,1층 B블록14열 3,1051,1895,151,1층 D블록14열 10,2172.194052,35.81352439,12.44858825,100,0,0,9.756726690698362e-11,0.875,21.31238411844356,3.9861290676508054
720,1층,B블록,14,4,1층 B블록14열 4,996,1904,151,1층 D블록14열 9,2154.073583,36.64616199,11.98953959,100,0,0,1.0005030017179368e-10,0.886,19.913352474757943,4.0197160226870885
721,1층,B블록,14,5,1층 B블록14열 5,942,1913,151,1층 D블록14열 8,2137.693617,37.43271327,11.51092088,100,0,0,1.0236785861734421e-10,0.897,18.51544090355185,4.050568106293419
722,1층,B블록,14,6,1층 B블록14열 6,888,1920,151,1층 D블록14열 7,2120.788768,38.21332904,11.02483234,100,0,0,1.0483535159547806e-10,0.908,17.11941200098024,4.082909808668957
723,1층,B블록,14,7,1층 B블록14열 7,833,1928,151,1층 D블록14열 6,2105.676613,38.9610987,10.49584507,100,0,0,1.0710875696189951e-10,0.918,15.665819659083878,4.112262536193186
724,1층,B블록,14,8,1층 B블록14열 8,779,1935,151,1층 D블록14열 5,2091.37921,39.66878805,9.959351243,100,0,0,1.093205078638739e-10,0.928,14.227796587598412,4.140424279220501
725,1층,B블록,14,9,1층 B블록14열 9,724,1943,151,1층 D블록14열 4,2078.996392,40.33215893,9.381992357,100,0,0,1.1128555424504222e-10,0.937,12.73525339017226,4.165128677028783
726,1층,B블록,14,10,1층 B블록14열 10,669,1948,151,1층 D블록14열 3,2065.203622,40.99867921,8.805860643,100,0,0,1.1353019030645133e-10,0.946,11.252836612168311,4.192995710136133
727,1층,B블록,14,11,1층 B블록14열 11,615,1953,151,1층 D블록14열 2,2053.103748,41.60510763,8.218049809,100,0,0,1.1554929832482882e-10,0.954,9.77809346695229,4.217751542001678
728,1층,B블록,14,12,1층 B블록14열 12,560,1958,151,1층 D블록14열 1,2042.098186,42.17346878,7.600491483,100,0,0,1.1742758825805022e-10,0.961,8.259724755574323,4.240523923760688
729,1층,C블록,14,1,1층 C블록14열 1,402,1969,151,1층 C블록14열 14,2015.283107,43.56104588,5.764187304,100,0,0,1.2217766099826602e-10,0.98,11.53918146632457,4.297053076434658
730,1층,C블록,14,2,1층 C블록14열 2,340,1973,151,1층 C블록14열 13,2007.767417,43.976929,5.027660968,100,0,0,1.2355484890714502e-10,0.985,9.777544616937597,4.313168661767747
731,1층,C블록,14,3,1층 C블록14열 3,278,1976,151,1층 C블록14열 12,2001.164911,44.33371913,4.301158243,100,0,0,1.2478183338152199e-10,0.99,8.008283020680999,4.327426310435372
732,1층,C블록,14,4,1층 C블록14열 4,216,1979,151,1층 C블록14열 11,1996.471387,44.60766325,3.598375482,100,0,0,1.2566395640364883e-10,0.994,6.228950287918787,4.337619155443251
733,1층,C블록,14,5,1층 C블록14열 5,154,1980,151,1층 C블록14열 10,1991.712078,44.84225832,2.957725841,100,0,0,1.265669541929858e-10,0.997,4.447384850090528,4.348004062644484
734,1층,C블록,14,6,1층 C블록14열 6,92,1981,151,1층 C블록14열 9,1988.875562,44.9914334,2.431160249,100,0,0,1.2710925275080263e-10,0.999,2.658973745362224,4.354217102465069
735,1층,C블록,14,7,1층 C블록14열 7,30,1982,151,1층 C블록14열 8,1987.97007,45.05398104,2.118466051,100,0,0,1.2728302122845054e-10,1.0,0.8671756487104333,4.356204214659829
736,1층,C블록,14,8,1층 C블록14열 8,-30,1982,151,1층 C블록14열 7,1987.97007,45.05398104,2.118466051,100,0,0,1.2728302122845054e-10,1.0,0.8671756487104333,4.356204214659829
737,1층,C블록,14,9,1층 C블록14열 9,-92,1981,151,1층 C블록14열 6,1988.875562,44.9914334,2.431160249,100,0,0,1.2710925275080263e-10,0.999,2.658973745362224,4.354217102465069
738,1층,C블록,14,10,1층 C블록14열 10,-154,1980,151,1층 C블록14열 5,1991.712078,44.84225832,2.957725841,100,0,0,1.265669541929858e-10,0.997,4.447384850090528,4.348004062644484
739,1층,C블록,14,11,1층 C블록14열 11,-216,1979,151,1층 C블록14열 4,1996.471387,44.60766325,3.598375482,100,0,0,1.2566395640364883e-10,0.994,6.228950287918787,4.337619155443251
740,1층,C블록,14,12,1층 C블록14열 12,-278,1976,151,1층 C블록14열 3,2001.164911,44.33371913,4.301158243,100,0,0,1.2478183338152199e-10,0.99,8.008283020680999,4.327426310435372
741,1층,C블록,14,13,1층 C블록14열 13,-340,1973,151,1층 C블록14열 2,2007.767417,43.976929,5.027660968,100,0,0,1.2355484890714502e-10,0.985,9.777544616937597,4.313168661767747
742,1층,C블록,14,14,1층 C블록14열 14,-402,1969,151,1층 C블록14열 1,2015.283107,43.56104588,5.764187304,100,0,0,1.2217766099826602e-10,0.98,11.53918146632457,4.297053076434658
743,1층,D블록,14,1,1층 D블록14열 1,-560,1958,151,1층 B블록14열 12,2042.098186,42.17346878,7.600491483,100,0,0,1.1742758825805022e-10,0.961,8.259724755574323,4.240523923760688
744,1층,D블록,14,2,1층 D블록14열 2,-615,1953,151,1층 B블록14열 11,2053.103748,41.60510763,8.218049809,100,0,0,1.1554929832482882e-10,0.954,9.77809346695229,4.217751542001678
745,1층,D블록,14,3,1층 D블록14열 3,-669,1948,151,1층 B블록14열 10,2065.203622,40.99867921,8.805860643,100,0,0,1.1353019030645133e-10,0.946,11.252836612168311,4.192995710136133
746,1층,D블록,14,4,1층 D블록14열 4,-724,1943,151,1층 B블록14열 9,2078.996392,40.33215893,9.381992357,100,0,0,1.1128555424504222e-10,0.937,12.73525339017226,4.165128677028783
747,1층,D블록,14,5,1층 D블록14열 5,-779,1935,151,1층 B블록14열 8,2091.37921,39.66878805,9.959351243,100,0,0,1.093205078638739e-10,0.928,14.227796587598412,4.140424279220501
748,1층,D블록,14,6,1층 D블록14열 6,-833,1928,151,1층 B블록14열 7,2105.676613,38.9610987,10.49584507,100,0,0,1.0710875696189951e-10,0.918,15.665819659083878,4.112262536193186
749,1층,D블록,14,7,1층 D블록14열 7,-888,1920,151,1층 B블록14열 6,2120.788768,38.21332904,11.02483234,100,0,0,1.0483535159547806e-10,0.908,17.11941200098024,4.082909808668957
750,1층,D블록,14,8,1층 D블록14열 8,-942,1913,151,1층 B블록14열 5,2137.693617,37.43271327,11.51092088,100,0,0,1.0236785861734421e-10,0.897,18.51544090355185,4.050568106293419
751,1층,D블록,14,9,1층 D블록14열 9,-996,1904,151,1층 B블록14열 4,2154.073583,36.64616199,11.98953959,100,0,0,1.0005030017179368e-10,0.886,19.913352474757943,4.0197160226870885
752,1층,D블록,14,10,1층 D블록14열 10,-1051,1895,151,1층 B블록14열 3,2172.194052,35.81352439,12.44858825,100,0,0,9.756726690698362e-11,0.875,21.31238411844356,3.9861290676508054
753,1층,D블록,14,11,1층 D블록14열 11,-1105,1886,151,1층 B블록14열 2,2191.077817,34.97314738,12.87406121,100,0,0,9.506630058322963e-11,0.863,22.66474080464642,3.9517198695766935
754,1층,D블록,14,12,1층 D블록14열 12,-1159,1877,151,1층 B블록14열 1,2211.156032,34.11258452,13.27281103,100,0,0,9.250002071634648e-11,0.851,23.993151117448928,3.915780380941339
