층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,좌우시야각,상하시야각,주성분
1층,C블록,8,10,1층 C블록8열 10,-180,1409,30,1층 C블록8열 4,1420.7677501970545,62.76737658903273,4.773095162326081,-7.280112823454948,-1.209910021977189,-869.9530591922378
1층,C블록,8,11,1층 C블록8열 11,-240,1408,30,1층 C블록8열 3,1428.6231133507536,62.13912256892699,6.259705909431292,-9.673355432403495,-1.2032562839389829,-862.105027170233
1층,C블록,8,12,1층 C블록8열 12,-300,1404,30,1층 C블록8열 2,1436.0069637714157,61.44949966996392,7.726333685170288,-12.0613094570445,-1.19706831900925,-854.7273006777468
1층,C블록,8,13,1층 C블록8열 13,-360,1401,30,1층 C블록8열 1,1446.824453760718,60.53801129813363,9.125954587890138,-14.410908717936184,-1.1881168958278934,-843.9126454290008
1층,D블록,8,1,1층 D블록8열 1,-524,1389,30,1층 B블록8열 11,1484.8558852629435,57.33081015816322,12.624480128840998,-20.668974313952813,-1.1576816072641765,-805.8766695097958
1층,D블록,8,2,1층 D블록8열 2,-578,1384,30,1층 B블록8열 10,1500.1466594969972,56.05879641351802,13.656801764314446,-22.666881681368963,-1.145879947328995,-790.5805132699642
1층,D블록,8,3,1층 D블록8열 3,-631,1379,30,1층 B블록8열 9,1516.806513699094,54.706053872980455,14.601928873208443,-24.587788022128795,-1.1332925167666268,-773.9134557732237
1층,D블록,8,4,1층 D블록8열 4,-684,1374,30,1층 B블록8열 8,1535.1325675654205,53.25860161548987,15.47658475126216,-26.46488383242668,-1.1197618023883045,-755.5783967285112
1층,D블록,8,5,1층 D블록8열 5,-737,1366,30,1층 B블록8열 7,1552.425521562951,51.8011818917002,16.333125388235292,-28.34825847409731,-1.107286863175862,-738.275892609099
1층,D블록,8,6,1층 D블록8열 6,-790,1358,30,1층 B블록8열 6,1571.3573750105352,50.259835119377534,17.12076641057751,-30.188184182557432,-1.0939445413413345,-719.332856742926
1층,D블록,8,7,1층 D블록8열 7,-843,1351,30,1층 B블록8열 5,1592.7178030021514,48.62923194468481,17.82153729909488,-31.963430637890404,-1.0792715675698832,-697.9595059654961
1층,D블록,8,8,1층 D블록8열 8,-896,1343,30,1층 B블록8열 4,1614.7337241786956,46.96403335537179,18.47262042327785,-33.70975341406036,-1.0645546449395982,-675.9297613706449
1층,D블록,8,9,1층 D블록8열 9,-949,1334,30,1층 B블록8열 3,1637.3933553059264,45.27090029512278,19.075864999788934,-35.42783016352511,-1.0498207788759402,-653.2555212172014
1층,D블록,8,10,1층 D블록8열 10,-1001,1325,30,1층 B블록8열 2,1660.8810914692235,43.58012333015359,19.60854698692935,-37.07001457338517,-1.0349728676516508,-629.7526458270723
1층,D블록,8,11,1층 D블록8열 11,-1054,1317,30,1층 B블록8열 1,1687.099582123118,41.82773703594526,20.069380538753705,-38.67041760116133,-1.01888708939348,-603.5178923135574
1층,E블록,8,1,1층 E블록8열 1,-1210,1286,30,1층 A블록8열 11,1766.0113249920005,36.73108973895102,21.22493825904712,-43.25595581875074,-0.9733550639507582,-524.5574185337387
1층,E블록,8,2,1층 E블록8열 2,-1259,1276,30,1층 A블록8열 10,1792.8070169429836,35.158973503722194,21.49742909825537,-44.6157737077739,-0.958805714480413,-497.7462967083757
1층,E블록,8,3,1층 E블록8열 3,-1308,1266,30,1층 A블록8열 9,1820.5823244226008,33.61393017431177,21.72864617731515,-45.93481321197935,-0.9441765748131352,-469.9557215876434
1층,E블록,8,4,1층 E블록8열 4,-1356,1254,30,1층 A블록8열 8,1847.2011260282409,32.12637928286823,21.952322722896973,-47.23800651398028,-0.9305694613983172,-443.32219564096147
1층,E블록,8,5,1층 E블록8열 5,-1405,1242,30,1층 A블록8열 7,1875.4970007973889,30.64165246031464,22.13897476757844,-48.52377563633484,-0.916528628324392,-415.0115758694398
1층,E블록,8,6,1층 E블록8열 6,-1453,1230,30,1층 A블록8열 6,1903.9456399803016,29.223832995724628,22.29088075463443,-49.75127022799264,-0.9028327715157494,-386.54885334259757
1층,E블록,8,7,1층 E블록8열 7,-1502,1219,30,1층 A블록8열 5,1934.6485468942408,27.827854980549127,22.394658556351484,-50.93774940438497,-0.888503641454362,-355.832123647992
1층,E블록,8,8,1층 E블록8열 8,-1550,1205,30,1층 A블록8열 4,1963.5236183962747,26.48238662485656,22.512299055013223,-52.13781415514711,-0.8754365117759951,-326.94375757848763
1층,E블록,8,9,1층 E블록8열 9,-1598,1192,30,1층 A블록8열 3,1993.832490456508,25.189430902280137,22.586694362718305,-53.27954927319674,-0.8621277150266022,-296.62219998250754
1층,E블록,8,10,1층 E블록8열 10,-1646,1178,30,1층 A블록8열 2,2024.3270486756828,23.934493815848363,22.647456499640768,-54.40967275855496,-0.8491396242390393,-266.1154088239425
1층,E블록,8,11,1층 E블록8열 11,-1695,1165,30,1층 A블록8열 1,2056.975935688116,22.715966479304623,22.666716691700373,-55.498650641881326,-0.8356608834323694,-233.45481390522775
1층,A블록,9,1,1층 A블록9열 1,1722,1256,50,1층 E블록9열 11,2131.975609616583,22.99433835012241,21.47263166957138,53.89357074300535,-1.3438482322125933,-158.4870096314691
1층,A블록,9,2,1층 A블록9열 2,1673,1269,50,1층 E블록9열 10,2100.4261472377457,24.12325312961772,21.42373793242475,52.81904155353285,-1.3640372979978972,-190.04611923919882
1층,A블록,9,3,1층 A블록9열 3,1624,1283,50,1층 E블록9열 9,2070.2572303943293,25.299974865435548,21.33790058105158,51.69039551488172,-1.3839186317416765,-220.22524922812033
1층,A블록,9,4,1층 A블록9열 4,1574,1297,50,1층 E블록9열 8,2040.143377314448,26.537745996013854,21.22645701263724,50.51095708297527,-1.404350239508813,-250.3499374081928
1층,A블록,9,5,1층 A블록9열 5,1525,1311,50,1층 E블록9열 7,2011.6774095266865,27.787909977872545,21.084807866763366,49.31526945869353,-1.4242263720789443,-278.8269187387245
1층,A블록,9,6,1층 A블록9열 6,1476,1323,50,1층 E블록9열 6,1982.777092867476,29.06199353019688,20.940485138592926,48.12880984883214,-1.4449898050253287,-307.73848615061655
1층,A블록,9,7,1층 A블록9열 7,1426,1335,50,1층 E블록9열 5,1954.021750134834,30.39462634038083,20.76494799072702,46.887732417775176,-1.4662588539840289,-336.5056220390042
1층,A블록,9,8,1층 A블록9열 8,1377,1347,50,1층 E블록9열 4,1926.9244925528349,31.72982309238259,20.55654722174156,45.630985277485074,-1.4868826270671678,-363.614681112298
1층,A블록,9,9,1층 A블록9열 9,1327,1359,50,1층 E블록9열 3,1900.081577196095,33.11601291449552,20.311861344223416,44.31743179157306,-1.5078929973482191,-390.46979669692195
1층,A블록,9,10,1층 A블록9열 10,1277,1369,50,1층 E블록9열 2,1872.8027125140543,34.524283523339335,20.05971093202681,43.00865869061449,-1.5298618447341967,-417.7610191256553
1층,A블록,9,11,1층 A블록9열 11,1227,1380,50,1층 E블록9열 1,1847.276102806508,35.94771118550541,19.7534431430148,41.64126947407228,-1.5510073913875844,-443.29996378563055
1층,B블록,9,1,1층 B블록9열 1,1068,1411,50,1층 D블록9열 11,1770.323416780109,40.52506483919557,18.5615993448496,37.12244295890514,-1.6184443784415337,-520.291083673345
1층,B블록,9,2,1층 B블록9열 2,1014,1420,50,1층 D블록9열 10,1745.593308878102,42.07871361923479,18.078055271704468,35.53004344431629,-1.6413793770767056,-545.0336522763116
1층,B블록,9,3,1층 B블록9열 3,961,1428,50,1층 D블록9열 9,1721.9770614035483,43.594042280160245,17.563127343092624,33.93933860018702,-1.663896546023581,-568.6616810489762
1층,B블록,9,4,1층 B블록9열 4,908,1438,50,1층 D블록9열 8,1701.4135299802929,45.04977306068084,16.961031472034538,32.26964758222074,-1.6840123998961567,-589.2357753112468
1층,B블록,9,5,1층 B블록9열 5,854,1445,50,1층 D블록9열 7,1679.2382201462665,46.54011170630828,16.341280216622053,30.583234317659656,-1.7062572888953984,-611.4216433644912
1층,B블록,9,6,1층 B블록9열 6,801,1453,50,1층 D블록9열 6,1659.912648304121,47.93343527364657,15.657337041014433,28.866771751672783,-1.726128406808279,-630.7562204454205
1층,B블록,9,7,1층 B블록9열 7,747,1460,50,1층 D블록9열 5,1640.764760713735,49.31426679970337,14.91950254280467,27.09627579745456,-1.7462787003785998,-649.9123776951019
1층,B블록,9,8,1층 B블록9열 8,694,1469,50,1층 D블록9열 4,1625.452859974721,50.54855293891373,14.105277959155542,25.28746611435336,-1.762733958362621,-665.2303325311015
1층,B블록,9,9,1층 B블록9열 9,640,1474,50,1층 D블록9열 3,1607.723856885877,51.82554895338158,13.279926595887904,23.47013245933271,-1.782178555935903,-682.9654153747556
1층,B블록,9,10,1층 B블록9열 10,586,1478,50,1층 D블록9열 2,1590.7168195502304,53.04636037677806,12.40898701334482,21.62742143585404,-1.8012388393909673,-699.9773574256726
1층,B블록,9,11,1층 B블록9열 11,533,1483,50,1층 D블록9열 1,1576.6667371388287,54.12424880398656,11.482855512482171,19.768772537336893,-1.8172955025015145,-714.0302390841287
1층,C블록,9,1,1층 C블록9열 1,360,1496,50,1층 C블록9열 13,1539.5181064216165,57.02649527890386,8.151635962130436,13.530493102322888,-1.8611621605091069,-751.1773575099801
1층,C블록,9,2,1층 C블록9열 2,290,1499,50,1층 C블록9열 12,1527.6128436223623,57.93650642182174,6.697525614317351,10.94930869460192,-1.87567206255771,-763.0775987792213
1층,C블록,9,3,1층 C블록9열 3,240,1503,50,1층 C블록9열 11,1522.862108005843,58.389247917423965,5.612249088933151,9.07243471680176,-1.881525528558525,-767.8220903216551
1층,C블록,9,4,1층 C블록9열 4,180,1505,50,1층 C블록9열 10,1516.5503618409775,58.888763318642326,4.310526905369587,6.820254438480723,-1.889359102220267,-774.1255823837784
1층,C블록,9,5,1층 C블록9열 5,120,1506,50,1층 C블록9열 9,1511.6004763164108,59.26420656348477,3.0182773411964017,4.5557753287536125,-1.895548250321352,-779.0657546745254
1층,C블록,9,6,1층 C블록9열 6,60,1507,50,1층 C블록9열 8,1509.022531309589,59.47504490471139,1.81923666612838,2.279981436517129,-1.8987877031723523,-781.6330166941511
1층,C블록,9,7,1층 C블록9열 7,0,1508,50,1층 C블록9열 7,1508.8286847750476,59.51949285953586,1.1649215847094785,0.0,-1.899031738994667,-781.8199538142944
1층,C블록,9,8,1층 C블록9열 8,-60,1507,50,1층 C블록9열 6,1509.022531309589,59.47504490471139,1.81923666612838,-2.279981436517129,-1.8987877031723523,-781.6317762323205
1층,C블록,9,9,1층 C블록9열 9,-120,1506,50,1층 C블록9열 5,1511.6004763164108,59.26420656348477,3.0182773411964017,-4.5557753287536125,-1.895548250321352,-779.063276029167
1층,C블록,9,10,1층 C블록9열 10,-180,1505,50,1층 C블록9열 4,1516.5503618409775,58.888763318642326,4.310526905369587,-6.820254438480723,-1.889359102220267,-774.1218717108882
1층,C블록,9,11,1층 C블록9열 11,-240,1503,50,1층 C블록9열 3,1522.862108005843,58.389247917423965,5.612249088933151,-9.07243471680176,-1.881525528558525,-767.8171543126166
1층,C블록,9,12,1층 C블록9열 12,-290,1499,50,1층 C블록9열 2,1527.6128436223623,57.93650642182174,6.697525614317351,-10.94930869460192,-1.87567206255771,-763.0716416256713
1층,C블록,9,13,1층 C블록9열 13,-360,1496,50,1층 C블록9열 1,1539.5181064216165,57.02649527890386,8.151635962130436,-13.530493102322888,-1.8611621605091069,-751.1699960201123
1층,D블록,9,1,1층 D블록9열 1,-533,1483,50,1층 B블록9열 11,1576.6667371388287,54.12424880398656,11.482855512482171,-19.768772537336893,-1.8172955025015145,-714.0194835545528
1층,D블록,9,2,1층 D블록9열 2,-586,1478,50,1층 B블록9열 10,1590.7168195502304,53.04636037677806,12.40898701334482,-21.62742143585404,-1.8012388393909673,-699.9655906672427
1층,D블록,9,3,1층 D블록9열 3,-640,1474,50,1층 B블록9열 9,1607.723856885877,51.82554895338158,13.279926595887904,-23.47013245933271,-1.782178555935903,-682.9526460587376
1층,D블록,9,4,1층 D블록9열 4,-694,1469,50,1층 B블록9열 8,1625.452859974721,50.54855293891373,14.105277959155542,-25.28746611435336,-1.762733958362621,-665.2165744644751
1층,D블록,9,5,1층 D블록9열 5,-747,1460,50,1층 B블록9열 7,1640.764760713735,49.31426679970337,14.91950254280467,-27.09627579745456,-1.7462787003785998,-649.8976355154756
1층,D블록,9,6,1층 D블록9열 6,-801,1453,50,1층 B블록9열 6,1659.912648304121,47.93343527364657,15.657337041014433,-28.866771751672783,-1.726128406808279,-630.7405149980162
1층,D블록,9,7,1층 D블록9열 7,-854,1445,50,1층 B블록9열 5,1679.2382201462665,46.54011170630828,16.341280216622053,-30.583234317659656,-1.7062572888953984,-611.4050040470723
1층,D블록,9,8,1층 D블록9열 8,-908,1438,50,1층 B블록9열 4,1701.4135299802929,45.04977306068084,16.961031472034538,-32.26964758222074,-1.6840123998961567,-589.218218472636
1층,D블록,9,9,1층 D블록9열 9,-961,1428,50,1층 B블록9열 3,1721.9770614035483,43.594042280160245,17.563127343092624,-33.93933860018702,-1.663896546023581,-568.6432157871898
1층,D블록,9,10,1층 D블록9열 10,-1014,1420,50,1층 B블록9열 2,1745.593308878102,42.07871361923479,18.078055271704468,-35.53004344431629,-1.6413793770767056,-545.0143215650913
1층,D블록,9,11,1층 D블록9열 11,-1068,1411,50,1층 B블록9열 1,1770.323416780109,40.52506483919557,18.5615993448496,-37.12244295890514,-1.6184443784415337,-520.2708865906775
1층,E블록,9,1,1층 E블록9열 1,-1227,1380,50,1층 A블록9열 11,1847.276102806508,35.94771118550541,19.7534431430148,-41.64126947407228,-1.5510073913875844,-443.2773081602215
1층,E블록,9,2,1층 E블록9열 2,-1277,1369,50,1층 A블록9열 10,1872.8027125140543,34.524283523339335,20.05971093202681,-43.00865869061449,-1.5298618447341967,-417.7376195493948
1층,E블록,9,3,1층 E블록9열 3,-1327,1359,50,1층 A블록9열 9,1900.081577196095,33.11601291449552,20.311861344223416,-44.31743179157306,-1.5078929973482191,-390.4456850608829
1층,E블록,9,4,1층 E블록9열 4,-1377,1347,50,1층 A블록9열 8,1926.9244925528349,31.72982309238259,20.55654722174156,-45.630985277485074,-1.4868826270671678,-363.5898548156324
1층,E블록,9,5,1층 E블록9열 5,-1426,1335,50,1층 A블록9열 7,1954.021750134834,30.39462634038083,20.76494799072702,-46.887732417775176,-1.4662588539840289,-336.48011198814953
1층,E블록,9,6,1층 E블록9열 6,-1476,1323,50,1층 A블록9열 6,1982.777092867476,29.06199353019688,20.940485138592926,-48.12880984883214,-1.4449898050253287,-307.71230087093875
1층,E블록,9,7,1층 E블록9열 7,-1525,1311,50,1층 A블록9열 5,2011.6774095266865,27.787909977872545,21.084807866763366,-49.31526945869353,-1.4242263720789443,-278.8000879459577
1층,E블록,9,8,1층 E블록9열 8,-1574,1297,50,1층 A블록9열 4,2040.143377314448,26.537745996013854,21.22645701263724,-50.51095708297527,-1.404350239508813,-250.32245608168242
1층,E블록,9,9,1층 E블록9열 9,-1624,1283,50,1층 A블록9열 3,2070.2572303943293,25.299974865435548,21.33790058105158,-51.69039551488172,-1.3839186317416765,-220.19712620850964
1층,E블록,9,10,1층 E블록9열 10,-1673,1269,50,1층 A블록9열 2,2100.4261472377457,24.12325312961772,21.42373793242475,-52.81904155353285,-1.3640372979978972,-190.0173821609345
1층,E블록,9,11,1층 E블록9열 11,-1722,1256,50,1층 A블록9열 1,2131.975609616583,22.99433835012241,21.47263166957138,-53.89357074300535,-1.3438482322125933,-158.45768793772316
1층,A블록,10,1,1층 A블록10열 1,1747,1347,69,1층 E블록10열 11,2207.074760854285,23.170187101072223,20.3641356919586,52.36648091126497,-1.7915356280685533,-83.38940926616196
1층,A블록,10,2,1층 A블록10열 2,1698,1361,69,1층 E블록10열 10,2177.219786792321,24.22176372284777,20.279301855442185,51.28673653437283,-1.816110109961677,-113.25280207584869
1층,A블록,10,3,1층 A블록10열 3,1649,1375,69,1층 E블록10열 9,2148.1589792191826,25.304344995219143,20.171002274169,50.17734506915912,-1.8406872804828005,-142.3223812881262
1층,A블록,10,4,1층 A블록10열 4,1600,1388,69,1층 E블록10열 8,2119.269921458803,26.41160145641625,20.0500357460805,49.0583616305165,-1.865787622002768,-171.22046696110428
1층,A블록,10,5,1층 A블록10열 5,1548,1403,69,1층 E블록10열 7,2090.328682288984,27.62121418386923,19.878309816501528,47.81301649913756,-1.8916293472785948,-200.17165671312551
1층,A블록,10,6,1층 A블록10열 6,1498,1415,69,1층 E블록10열 6,2061.792909096353,28.80311712465482,19.71466560865665,46.63208492852978,-1.9178197256870588,-228.7171499631331
1층,A블록,10,7,1층 A블록10열 7,1449,1427,69,1층 E블록10열 5,2034.868791838924,29.985965315610848,19.522726591698788,45.43827627396976,-1.943204792741615,-255.65101303802055
1층,A블록,10,8,1층 A블록10열 8,1399,1439,69,1층 E블록10열 4,2008.1541275509703,31.213309216213883,19.299460722703746,44.19250195952404,-1.969065544895441,-282.3757705575244
1층,A블록,10,9,1층 A블록10열 9,1349,1451,69,1층 E블록10열 3,1982.4134281223985,32.45722875514174,19.043767889248887,42.91371913705255,-1.9946431958802189,-308.12664448335113
1층,A블록,10,10,1층 A블록10열 10,1296,1463,69,1층 E블록10열 2,1955.6957841136743,33.79013831305865,18.745666072388047,41.53615973284052,-2.021904158761718,-334.8551006929684
1층,A블록,10,11,1층 A블록10열 11,1246,1473,69,1층 E블록10열 1,1930.5455187588816,35.06083587025038,18.44684508525706,40.227638817709256,-2.048255757033433,-360.0155790393333
1층,B블록,10,1,1층 B블록10열 1,1090,1503,69,1층 D블록10열 11,1857.9208809849788,39.04007029426072,17.29358624682587,35.95023184444114,-2.128356585482332,-432.67104520860534
1층,B블록,10,2,1층 B블록10열 2,1034,1513,69,1층 D블록10열 10,1833.8718602999504,40.45312612691389,16.797769900867017,34.34910902737782,-2.156280517664682,-456.73041681160987
1층,B블록,10,3,1층 B블록10열 3,979,1522,69,1층 D블록10열 9,1810.9903368047,41.82626362630491,16.272765407049285,32.75044477953897,-2.1835378326029287,-479.621623728295
1층,B블록,10,4,1층 B블록10열 4,924,1531,69,1층 D블록10열 8,1789.552458018485,43.167275728089415,15.697251067684578,31.11211968439669,-2.209708344536152,-501.0684526473231
1층,B블록,10,5,1층 B블록10열 5,869,1539,69,1층 D블록10열 7,1768.7405123420451,44.48271193570682,15.084800278051484,29.451348044660364,-2.235722080721366,-521.8886964912695
1층,B블록,10,6,1층 B블록10열 6,813,1547,69,1층 D블록10열 6,1748.9822754962383,45.774701698073486,14.410099059251486,27.723420734211405,-2.260992057773289,-541.6544176671866
1층,B블록,10,7,1층 B블록10열 7,758,1555,69,1층 D블록10열 5,1731.2856494524524,46.981901414415205,13.693462842648868,25.98737287211541,-2.2841153552991544,-559.3572437364255
1층,B블록,10,8,1층 B블록10열 8,702,1564,69,1층 D블록10열 4,1715.7100570900668,48.12161004978394,12.900645459140954,24.172884755367736,-2.304862197643869,-574.9376392039252
1층,B블록,10,9,1층 B블록10열 9,646,1569,69,1층 D블록10열 3,1698.186679961894,49.27397220779331,12.10818321478232,22.37829835442813,-2.3286588211087222,-592.4656204051934
1층,B블록,10,10,1층 B블록10열 10,591,1573,69,1층 D블록10열 2,1681.7761444377786,50.35244490745546,11.290001175938553,20.59196232956964,-2.351394250673714,-608.8796225927335
1층,B블록,10,11,1층 B블록10열 11,535,1578,69,1층 D블록10열 1,1667.6540408609935,51.34116327487742,10.39591691169072,18.728547704401905,-2.3713177632901425,-623.0035063824454
1층,C블록,10,1,1층 C블록10열 1,360,1591,69,1층 C블록10열 13,1632.6793928999043,53.863010206100085,7.347558813958003,12.749775774586087,-2.4221452104231744,-657.9744574450534
1층,C블록,10,2,1층 C블록10열 2,300,1594,69,1층 C블록10열 12,1623.4521859297242,54.52799304385125,6.236159893805601,10.65871465622904,-2.435920221897447,-667.1972999486487
1층,C블록,10,3,1층 C블록10열 3,240,1598,69,1층 C블록10열 11,1617.3945096976186,55.02651409407778,5.094250489702445,8.54128503079317,-2.445049078850861,-673.2484697224288
1층,C블록,10,4,1층 C블록10열 4,180,1600,69,1층 C블록10열 10,1611.5709726847278,55.45365791602021,3.9591591523090974,6.418786730238786,-2.453889850193216,-679.0645660306565
1층,C블록,10,5,1층 C블록10열 5,120,1601,69,1층 C블록10열 9,1606.9729306992076,55.77534506117632,2.85825670804277,4.2864842707690975,-2.4609154956598727,-683.6542191700555
1층,C블록,10,6,1층 C블록10열 6,60,1602,69,1층 C블록10열 8,1604.6074286254566,55.95541019851791,1.893309666599296,2.1449068037322885,-2.46454559912602,-686.0111295766824
1층,C블록,10,7,1층 C블록10열 7,0,1603,69,1층 C블록10열 7,1604.4843408397603,55.992337306027295,1.4288856670771295,0.0,-2.4647347830940984,-686.1292518020708
1층,C블록,10,8,1층 C블록10열 8,-60,1602,69,1층 C블록10열 6,1604.6074286254566,55.95541019851791,1.893309666599296,-2.1449068037322885,-2.46454559912602,-686.0099626044529
1층,C블록,10,9,1층 C블록10열 9,-120,1601,69,1층 C블록10열 5,1606.9729306992076,55.77534506117632,2.85825670804277,-4.2864842707690975,-2.4609154956598727,-683.6518870369773
1층,C블록,10,10,1층 C블록10열 10,-180,1600,69,1층 C블록10열 4,1611.5709726847278,55.45365791602021,3.9591591523090974,-6.418786730238786,-2.453889850193216,-679.0610737829517
1층,C블록,10,11,1층 C블록10열 11,-240,1598,69,1층 C블록10열 3,1617.3945096976186,55.02651409407778,5.094250489702445,-8.54128503079317,-2.445049078850861,-673.2438226942133
1층,C블록,10,12,1층 C블록10열 12,-300,1594,69,1층 C블록10열 2,1623.4521859297242,54.52799304385125,6.236159893805601,-10.65871465622904,-2.435920221897447,-667.1915008976197
1층,C블록,10,13,1층 C블록10열 13,-360,1591,69,1층 C블록10열 1,1632.6793928999043,53.863010206100085,7.347558813958003,-12.749775774586087,-2.4221452104231744,-657.9675207174357
1층,D블록,10,1,1층 D블록10열 1,-535,1578,69,1층 B블록10열 11,1667.6540408609935,51.34116327487742,10.39591691169072,-18.728547704401905,-2.3713177632901425,-622.9933168044952
1층,D블록,10,2,1층 D블록10열 2,-591,1573,69,1층 B블록10열 10,1681.7761444377786,50.35244490745546,11.290001175938553,-20.59196232956964,-2.351394250673714,-608.8684191930565
1층,D블록,10,3,1층 D블록10열 3,-646,1569,69,1층 B블록10열 9,1698.186679961894,49.27397220779331,12.10818321478232,-22.37829835442813,-2.3286588211087222,-592.4534451196844
1층,D블록,10,4,1층 D블록10열 4,-702,1564,69,1층 B블록10열 8,1715.7100570900668,48.12161004978394,12.900645459140954,-24.172884755367736,-2.304862197643869,-574.9244875438295
1층,D블록,10,5,1층 D블록10열 5,-758,1555,69,1층 B블록10열 7,1731.2856494524524,46.981901414415205,13.693462842648868,-25.98737287211541,-2.2841153552991544,-559.3431048738839
1층,D블록,10,6,1층 D블록10열 6,-813,1547,69,1층 B블록10열 6,1748.9822754962383,45.774701698073486,14.410099059251486,-27.723420734211405,-2.260992057773289,-541.6393342789244
1층,D블록,10,7,1층 D블록10열 7,-869,1539,69,1층 B블록10열 5,1768.7405123420451,44.48271193570682,15.084800278051484,-29.451348044660364,-2.235722080721366,-521.8726729954077
1층,D블록,10,8,1층 D블록10열 8,-924,1531,69,1층 B블록10열 4,1789.552458018485,43.167275728089415,15.697251067684578,-31.11211968439669,-2.209708344536152,-501.0515255810219
1층,D블록,10,9,1층 D블록10열 9,-979,1522,69,1층 B블록10열 3,1810.9903368047,41.82626362630491,16.272765407049285,-32.75044477953897,-2.1835378326029287,-479.6038053039704
1층,D블록,10,10,1층 D블록10열 10,-1034,1513,69,1층 B블록10열 2,1833.8718602999504,40.45312612691389,16.797769900867017,-34.34910902737782,-2.156280517664682,-456.7117286074056
1층,D블록,10,11,1층 D블록10열 11,-1090,1503,69,1층 B블록10열 1,1857.9208809849788,39.04007029426072,17.29358624682587,-35.95023184444114,-2.128356585482332,-432.65148588689584
1층,E블록,10,1,1층 E블록10열 1,-1246,1473,69,1층 A블록10열 11,1930.5455187588816,35.06083587025038,18.44684508525706,-40.227638817709256,-2.048255757033433,-359.9936925232002
1층,E블록,10,2,1층 E블록10열 2,-1296,1463,69,1층 A블록10열 10,1955.6957841136743,33.79013831305865,18.745666072388047,-41.53615973284052,-2.021904158761718,-334.8325022542627
1층,E블록,10,3,1층 E블록10열 3,-1349,1451,69,1층 A블록10열 9,1982.4134281223985,32.45722875514174,19.043767889248887,-42.91371913705255,-1.9946431958802189,-308.10329656053415
1층,E블록,10,4,1층 E블록10열 4,-1399,1439,69,1층 A블록10열 8,2008.1541275509703,31.213309216213883,19.299460722703746,-44.19250195952404,-1.969065544895441,-282.35172689163886
1층,E블록,10,5,1층 E블록10열 5,-1449,1427,69,1층 A블록10열 7,2034.868791838924,29.985965315610848,19.522726591698788,-45.43827627396976,-1.943204792741615,-255.6262915878943
1층,E블록,10,6,1층 E블록10열 6,-1498,1415,69,1층 A블록10열 6,2061.792909096353,28.80311712465482,19.71466560865665,-46.63208492852978,-1.9178197256870588,-228.6917790015479
1층,E블록,10,7,1층 E블록10열 7,-1548,1403,69,1층 A블록10열 5,2090.328682288984,27.62121418386923,19.878309816501528,-47.81301649913756,-1.8916293472785948,-200.14564324607318
1층,E블록,10,8,1층 E블록10열 8,-1600,1388,69,1층 A블록10열 4,2119.269921458803,26.41160145641625,20.0500357460805,-49.0583616305165,-1.865787622002768,-171.1937759433155
1층,E블록,10,9,1층 E블록10열 9,-1649,1375,69,1층 A블록10열 3,2148.1589792191826,25.304344995219143,20.171002274169,-50.17734506915912,-1.8406872804828005,-142.2950814687819
1층,E블록,10,10,1층 E블록10열 10,-1698,1361,69,1층 A블록10열 2,2177.219786792321,24.22176372284777,20.279301855442185,-51.28673653437283,-1.816110109961677,-113.22489867362174
1층,E블록,10,11,1층 E블록10열 11,-1747,1347,69,1층 A블록10열 1,2207.074760854285,23.170187101072223,20.3641356919586,-52.36648091126497,-1.7915356280685533,-83.36091841104393
1층,A블록,11,1,1층 A블록11열 1,1773,1439,89,1층 E블록11열 11,2285.206992812686,23.21582372479168,19.319168635887213,50.93656903417765,-2.2320141608159068,-5.258139038180409
1층,A블록,11,2,1층 A블록11열 2,1724,1452,89,1층 E블록11열 10,2255.748434555592,24.182024671377945,19.22680122322301,49.89499902095104,-2.261177809924265,-34.72383112646261
1층,A블록,11,3,1층 A블록11열 3,1675,1466,89,1층 E블록11열 9,2227.712279447236,25.17742818176583,19.101979667050568,48.806810556646106,-2.289650198367247,-62.76747209194633
1층,A블록,11,4,1층 A블록11열 4,1626,1480,89,1층 E블록11열 8,2200.4992615313463,26.194954037952723,18.954132486869256,47.6912526983898,-2.3179810871049784,-89.98820974115877
1층,A블록,11,5,1층 A블록11열 5,1570,1495,89,1층 E블록11열 7,2169.757129265854,27.379830624032312,18.767171009555017,46.40173771406211,-2.3508416384545985,-120.73935968124701
1층,A블록,11,6,1층 A블록11열 6,1521,1507,89,1층 E블록11열 6,2142.9911339060645,28.43484844801533,18.590170224656656,45.26490594369209,-2.380220488286107,-147.51339149285332
1층,A블록,11,7,1층 A블록11열 7,1471,1519,89,1층 E블록11열 5,2116.3938669349805,29.528856451457845,18.385954350592275,44.08028053604483,-2.410150878384254,-174.11899739882338
1층,A블록,11,8,1층 A블록11열 8,1421,1531,89,1층 E블록11열 4,2090.7230806589378,30.63745037467928,18.15374500584433,42.86598201046324,-2.4397615251633518,-199.7982134470477
1층,A블록,11,9,1층 A블록11열 9,1368,1544,89,1층 E블록11열 3,2064.771415919932,31.823376041808235,17.872175849778987,41.54127568119358,-2.470445258343255,-225.75883488070122
1층,A블록,11,10,1층 A블록11열 10,1315,1556,89,1층 E블록11열 2,2039.18660254524,33.018761189053954,17.56909432649078,40.20167663796195,-2.501460478086036,-251.35258093641872
