seat,예매여부 sum,좌석 오픈 여부 sum,원가격추정 amin,원가격추정 mean,원가격추정 amax,거래까지걸린시간_시간 mean,거래까지걸린시간_등수 amax,거래까지걸린시간_등수 amin,표준화 등수 점수 mean,좌석 예매율,Unnamed: 0,층,블록,열,넘버,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,시야방해점수,좌석공간넓음,휠체어석,1/거리**3,무대정면과의각도,좌우시선각도,상하시선각도,주성분,before_smoothing_label,after_smoothing_label
1층 C블록19열 15,23,37,65000,91216.21621621621,150000,969.758695652174,515.0,4.0,0.30873509234222596,0.6216216216216216,1043,1층,C블록,19,15,-420,2469,261,1층 C블록19열 1,2518.031374,34.78353735,4.344980525,100,0,0,6.263492893349148e-11,0.986,9.654134853340423,5.949531225526212,227.59001865962057,0,2
1층 C블록19열 2,20,35,50000,87972.97297297297,130000,923.7541666666666,506.0,4.0,0.3021714653227766,0.5714285714285714,1030,1층,C블록,19,2,360,2472,261,1층 C블록19열 14,2511.673745,35.01179778,3.924965579,100,0,0,6.311176449326286e-11,0.99,8.285797023953714,5.964645439232413,221.24220535152355,2,2
1층 C블록19열 3,24,35,50000,88243.24324324324,130000,1114.2083333333333,408.0,3.0,0.3427984335400008,0.6857142857142857,1031,1층,C블록,19,3,300,2476,261,1층 C블록19열 13,2507.727457,35.18573284,3.51973981,100,0,0,6.341018129238123e-11,0.993,6.908462812590173,5.974065844714706,217.3059130081517,0,2
1층 C블록19열 4,24,36,50000,88378.37837837837,130000,981.6944444444445,439.0,4.0,0.3449905959741819,0.6666666666666666,1032,1층,C블록,19,4,240,2479,261,1층 C블록19열 12,2504.228823,35.3324759,3.146280759,100,0,0,6.367632203196702e-11,0.995,5.529756079906514,5.982442596553069,213.8172520228504,0,2
1층 C블록19열 5,25,36,50000,89054.05405405405,130000,926.576,334.0,3.0,0.37831951922346824,0.6944444444444444,1033,1층,C블록,19,5,180,2480,261,1층 C블록19열 11,2500.184193,35.46632183,2.821623454,100,0,0,6.398585606182269e-11,0.997,4.151285266421644,5.992156001363153,209.7823850987521,0,2
1층 C블록19열 6,21,34,50000,87972.97297297297,130000,893.334126984127,439.0,4.0,0.35049127319105156,0.6176470588235294,1034,1층,C블록,19,6,120,2481,261,1층 C블록19열 10,2497.575224,35.55821265,2.561378015,100,0,0,6.418658462045425e-11,0.999,2.7691009631824977,5.998438369797052,207.18283214789963,0,2
1층 C블록19열 7,24,37,50000,87702.7027027027,130000,833.2687500000001,439.0,3.0,0.3578178027148887,0.6486486486486487,1035,1층,C블록,19,7,60,2482,261,1층 C블록19열 9,2496.406417,35.60763231,2.389880248,100,0,0,6.427678250558997e-11,1.0,1.3848015107902802,6.001257126250304,206.02283486415632,0,2
1층 C블록19열 8,20,34,50000,88243.24324324324,130000,795.0508333333333,439.0,4.0,0.34530866660547077,0.5882352941176471,1036,1층,C블록,19,8,0,2483,261,1층 C블록19열 8,2496.679795,35.61432863,2.328597581,100,0,0,6.425567054606582e-11,1.0,0.0,6.000597595606177,206.3041841958589,2,2
1층 C블록19열 9,20,36,50000,88513.51351351352,125000,856.7208333333334,535.0,4.0,0.3142697049512517,0.5555555555555556,1037,1층,C블록,19,9,-60,2482,261,1층 C블록19열 7,2496.406417,35.60763231,2.389880248,100,0,0,6.427678250558997e-11,1.0,1.3848015107902802,6.001257126250304,206.02283486415632,2,2
1층 C블록1열 1,19,35,65000,96351.35135135135,150000,809.85,506.0,2.0,0.3475065860908864,0.5428571428571428,18,1층,C블록,1,1,319,737,-93,1층 C블록1열 12,808.4423294,103.0197079,26.21661793,100,1,0,1.892573983609592e-09,0.918,23.404689551032305,6.605703488627011,-1482.9667031299298,2,2
1층 C블록1열 10,21,34,55000,96216.21621621621,150000,523.0055555555556,439.0,1.0,0.4375864633030333,0.6176470588235294,27,1층,C블록,1,10,-203,744,-93,1층 C블록1열 3,776.7843974,106.7165739,19.43249407,100,1,0,2.133528845506227e-09,0.965,15.26163477030059,6.876193782718223,-1514.555574297774,0,2
1층 C블록1열 11,25,37,50000,96351.35135135135,150000,419.94866666666667,340.0,1.0,0.4855093991703887,0.6756756756756757,28,1층,C블록,1,11,-261,740,-93,1층 C블록1열 2,790.1708676,105.1916485,23.088407,100,1,0,2.026921635566986e-09,0.943,19.427883878369705,6.759154390484012,-1501.2111018203273,0,2
1층 C블록1열 12,22,36,65000,97027.02702702703,150000,537.9,340.0,1.0,0.38510649423684723,0.6111111111111112,29,1층,C블록,1,12,-319,737,-93,1층 C블록1열 1,808.4423294,103.0197079,26.21661793,100,1,0,1.892573983609592e-09,0.918,23.404689551032305,6.605703488627011,-1482.9667031299298,0,2
1층 C블록1열 2,20,36,65000,96486.48648648648,150000,586.905,506.0,2.0,0.3539307052074648,0.5555555555555556,19,1층,C블록,1,2,261,740,-93,1층 C블록1열 11,790.1708676,105.1916485,23.088407,100,1,0,2.026921635566986e-09,0.943,19.427883878369705,6.759154390484012,-1501.2111018203273,2,2
1층 C블록1열 3,18,36,65000,96621.62162162163,150000,370.41203703703707,439.0,1.0,0.361673923674532,0.5,20,1층,C블록,1,3,203,744,-93,1층 C블록1열 10,776.7843974,106.7165739,19.43249407,100,1,0,2.133528845506227e-09,0.965,15.26163477030059,6.876193782718223,-1514.555574297774,2,2
1층 C블록1열 4,18,35,65000,96486.48648648648,150000,326.7620370370371,439.0,1.0,0.3961375283761286,0.5142857142857142,21,1층,C블록,1,4,145,745,-93,1층 C블록1열 9,764.6561319,108.0331211,15.60828108,100,1,0,2.236667737295622e-09,0.982,11.013832890351388,6.985796939182429,-1526.6368515398497,2,2
1층 C블록1열 5,23,37,65000,95675.67567567568,150000,453.25217391304346,439.0,1.0,0.42315197485001693,0.6216216216216216,22,1층,C블록,1,5,87,746,-93,1층 C블록1열 8,756.7919133,108.8628655,11.86115049,100,1,0,2.307121953251634e-09,0.993,6.65189927821464,7.058757570826749,-1534.4481767552966,0,2
1층 C블록1열 6,21,36,65000,95540.54054054055,150000,292.47142857142853,439.0,1.0,0.46084571276003183,0.5833333333333334,23,1층,C블록,1,6,29,747,-93,1층 C블록1열 7,753.3252949,109.2217795,9.190444907,100,1,0,2.339119175508569e-09,0.999,2.223217689773522,7.0914067397059135,-1537.8670832370144,2,2
1층 C블록1열 7,19,36,65000,95540.54054054055,145000,457.190350877193,439.0,1.0,0.3920668280285744,0.5277777777777778,24,1층,C블록,1,7,-29,747,-93,1층 C블록1열 6,753.3252949,109.2217795,9.190444907,100,1,0,2.339119175508569e-09,0.999,2.223217689773522,7.0914067397059135,-1537.8670832370144,2,2
1층 C블록1열 8,17,34,65000,95540.54054054055,145000,808.8843137254902,439.0,2.5999643334486775,0.32617901143660644,0.5,25,1층,C블록,1,8,-87,746,-93,1층 C블록1열 5,756.7919133,108.8628655,11.86115049,100,1,0,2.307121953251634e-09,0.993,6.65189927821464,7.058757570826749,-1534.4481767552966,2,0
1층 C블록1열 9,18,37,60000,95270.27027027027,150000,641.7074074074075,439.0,3.0,0.2996866260347985,0.4864864864864865,26,1층,C블록,1,9,-145,745,-93,1층 C블록1열 4,764.6561319,108.0331211,15.60828108,100,1,0,2.236667737295622e-09,0.982,11.013832890351388,6.985796939182429,-1526.6368515398497,2,0
1층 C블록20열 1,21,35,50000,87297.2972972973,120000,774.7206349206349,439.0,4.0,0.3614351456317096,0.6,1089,1층,C블록,20,1,420,2564,285,1층 C블록20열 15,2613.75611,33.49408306,4.154027189,100,0,0,5.600216500524204e-11,0.987,9.302805137350983,6.259891281647263,323.3205811339063,2,2
1층 C블록20열 10,22,35,50000,89324.32432432432,130000,928.475,439.0,4.0,0.3399014179245658,0.6285714285714286,1098,1층,C블록,20,10,-120,2576,285,1층 C블록20열 6,2594.494363,34.18263961,2.564599735,100,0,0,5.725874246173938e-11,0.999,2.66712989401561,6.306553139617779,304.105419247621,0,2
1층 C블록20열 11,23,35,50000,88513.51351351352,130000,789.386231884058,439.0,4.0,0.3720490025335807,0.6571428571428571,1099,1층,C블록,20,11,-180,2575,285,1층 C블록20열 5,2596.969388,34.10085418,2.790757315,100,0,0,5.7095188204629636e-11,0.998,3.998637330555644,6.30051836480824,306.57154125498425,0,2
1층 C블록20열 12,21,36,50000,89864.86486486487,130000,802.6682539682539,535.0,4.0,0.31072174441223566,0.5833333333333334,1100,1층,C블록,20,12,-240,2574,285,1층 C블록20열 4,2600.826984,33.98148109,3.076430073,100,0,0,5.684151083208681e-11,0.996,5.326862707324226,6.291135549671482,310.4198829140867,2,2
1층 C블록20열 13,19,34,50000,88648.64864864865,130000,985.5394736842105,535.0,4.0,0.2949325382106117,0.5588235294117647,1101,1층,C블록,20,13,-300,2571,285,1층 C블록20열 3,2604.086404,33.85141518,3.409045554,100,0,0,5.662833984170593e-11,0.993,6.655524351062404,6.2832294741721535,313.6698355401669,2,2
1층 C블록20열 14,20,37,60000,90810.81081081081,150000,732.5425,535.0,4.0,0.28174039576614457,0.5405405405405406,1102,1층,C블록,20,14,-360,2568,285,1층 C블록20열 2,2608.725551,33.68443827,3.770734086,100,0,0,5.6326766961665616e-11,0.99,7.980113745168493,6.272010999569836,318.2994805265831,2,2
1층 C블록20열 15,19,35,65000,91621.62162162163,150000,702.4964912280701,535.0,4.0,0.3001389878199007,0.5428571428571428,1103,1층,C블록,20,15,-420,2564,285,1층 C블록20열 1,2613.75611,33.49408306,4.154027189,100,0,0,5.600216500524204e-11,0.987,9.302805137350983,6.259891281647263,323.3205811339063,2,2
1층 C블록20열 2,22,37,50000,87432.43243243243,120000,740.385606060606,439.0,4.0,0.33622974942044953,0.5945945945945946,1090,1층,C블록,20,2,360,2568,285,1층 C블록20열 14,2608.725551,33.68443827,3.770734086,100,0,0,5.6326766961665616e-11,0.99,7.980113745168493,6.272010999569836,318.2994805265831,2,2
1층 C블록20열 3,21,35,50000,87162.16216216216,120000,954.9079365079365,451.0,4.0,0.32795217152213335,0.6,1091,1층,C블록,20,3,300,2571,285,1층 C블록20열 13,2604.086404,33.85141518,3.409045554,100,0,0,5.662833984170593e-11,0.993,6.655524351062404,6.2832294741721535,313.6698355401669,2,2
1층 C블록20열 4,22,36,50000,86756.75675675676,120000,971.5068181818183,506.0,4.0,0.300130776822892,0.6111111111111112,1092,1층,C블록,20,4,240,2574,285,1층 C블록20열 12,2600.826984,33.98148109,3.076430073,100,0,0,5.684151083208681e-11,0.996,5.326862707324226,6.291135549671482,310.4198829140867,0,2
1층 C블록20열 5,18,36,50000,87432.43243243243,125000,743.8833333333333,506.0,4.0,0.2871410249226207,0.5,1093,1층,C블록,20,5,180,2575,285,1층 C블록20열 11,2596.969388,34.10085418,2.790757315,100,0,0,5.7095188204629636e-11,0.998,3.998637330555644,6.30051836480824,306.57154125498425,2,2
1층 C블록20열 6,21,35,50000,88378.37837837837,140000,787.5015873015873,439.0,4.0,0.3649127659603119,0.6,1094,1층,C블록,20,6,120,2576,285,1층 C블록20열 10,2594.494363,34.18263961,2.564599735,100,0,0,5.725874246173938e-11,0.999,2.66712989401561,6.306553139617779,304.105419247621,2,2
1층 C블록20열 7,21,35,50000,89459.45945945945,140000,640.7007936507937,535.0,4.0,0.3743414384860316,0.6,1095,1층,C블록,20,7,60,2577,285,1층 C블록20열 9,2593.405869,34.22640583,2.417235233,100,0,0,5.733086996151666e-11,1.0,1.3337701901931396,6.309210850403965,303.02527145946493,2,2
1층 C블록20열 8,23,36,50000,89054.05405405405,140000,790.2115942028986,439.0,4.0,0.36906349806484384,0.6388888888888888,1096,1층,C블록,20,8,0,2578,285,1층 C블록20열 8,2593.70565,34.23194379,2.364820758,100,0,0,5.731099331996903e-11,1.0,0.0,6.308478668138948,303.33266589135224,0,2
1층 C블록20열 9,22,36,50000,88513.51351351352,140000,811.1522727272728,439.0,2.0,0.3451500581729222,0.6111111111111112,1097,1층,C블록,20,9,-60,2577,285,1층 C블록20열 7,2593.405869,34.22640583,2.417235233,100,0,0,5.733086996151666e-11,1.0,1.3337701901931396,6.309210850403965,303.02527145946493,0,2
1층 C블록21열 1,21,37,50000,90000.0,130000,666.9412698412698,439.0,4.0,0.28760312979322034,0.5675675675675675,1147,1층,C블록,21,1,446,2658,308,1층 C블록21열 16,2712.7005,32.20115129,4.133256049,100,0,0,5.009500885250339e-11,0.986,9.525230809758446,6.519421335061553,422.2650048597057,2,2
1층 C블록21열 10,18,37,50000,88108.1081081081,130000,995.1638888888889,535.0,4.0,0.2150905968039795,0.4864864864864865,1156,1층,C블록,21,10,-89,2671,308,1층 C블록21열 7,2690.172113,32.938198,2.481701624,100,0,0,5.13641139629026e-11,0.999,1.908438190990136,6.574256966454911,399.789142315028,2,2
1층 C블록21열 11,17,35,50000,89054.05405405405,130000,940.3333333333333,535.0,4.0,0.24932187341372947,0.4857142857142857,1157,1층,C블록,21,11,-149,2670,308,1층 C블록21열 6,2691.833019,32.88273682,2.645557844,100,0,0,5.1269095062772845e-11,0.998,3.19409196599168,6.570182662410186,401.4418360133853,2,2
1층 C블록21열 12,20,35,50000,89459.45945945945,130000,997.1225000000001,535.0,4.0,0.29527327898737243,0.5714285714285714,1158,1층,C블록,21,12,-208,2669,308,1층 C블록21열 5,2694.752122,32.79523133,2.86808196,100,0,0,5.11026630111534e-11,0.997,4.456157055636219,6.563034170048023,404.3524390084571,2,2
1층 C블록21열 13,20,37,50000,90000.0,130000,893.5758333333333,535.0,4.0,0.27313139722325325,0.5405405405405406,1159,1층,C블록,21,13,-268,2668,308,1층 C블록21열 4,2699.057613,32.67273649,3.141529353,100,0,0,5.085849860453415e-11,0.995,5.736107064644876,6.552519009431693,408.6490158248015,2,2
1층 C블록21열 14,18,34,50000,90000.0,130000,992.9064814814815,535.0,2.0,0.2950900078823876,0.5294117647058824,1160,1층,C블록,21,14,-327,2665,308,1층 C블록21열 3,2702.594679,32.54461711,3.448509371,100,0,0,5.0659074099862567e-11,0.993,6.995322238812939,6.543905781557808,412.1771725218663,2,2
1층 C블록21열 15,20,36,50000,92432.43243243243,150000,767.3875,535.0,2.0,0.3141648989176803,0.5555555555555556,1161,1층,C블록,21,15,-387,2661,308,1층 C블록21열 2,2706.576066,32.39299816,3.787102561,100,0,0,5.0435843537359177e-11,0.99,8.274742702027416,6.534237682058539,416.1494588127405,2,2
1층 C블록21열 16,21,36,60000,92972.97297297297,150000,788.7619047619048,535.0,4.0,0.31102514920676727,0.5833333333333334,1162,1층,C블록,21,16,-446,2658,308,1층 C블록21열 1,2712.7005,32.20115129,4.133256049,100,0,0,5.009500885250339e-11,0.986,9.525230809758446,6.519421335061553,422.2650048597057,2,2
1층 C블록21열 2,19,34,50000,89729.72972972973,130000,753.2543859649123,439.0,4.0,0.28880291316569945,0.5588235294117647,1148,1층,C블록,21,2,387,2661,308,1층 C블록21열 15,2706.576066,32.39299816,3.787102561,100,0,0,5.0435843537359177e-11,0.99,8.274742702027416,6.534237682058539,416.1494588127405,2,2
1층 C블록21열 3,21,36,50000,87972.97297297297,120000,733.9285714285714,514.0,4.0,0.3205769336701425,0.5833333333333334,1149,1층,C블록,21,3,327,2665,308,1층 C블록21열 14,2702.594679,32.54461711,3.448509371,100,0,0,5.0659074099862567e-11,0.993,6.995322238812939,6.543905781557808,412.1771725218663,2,2
1층 C블록21열 4,20,35,50000,87837.83783783784,120000,898.1983333333334,514.0,4.0,0.27753356378095667,0.5714285714285714,1150,1층,C블록,21,4,268,2668,308,1층 C블록21열 13,2699.057613,32.67273649,3.141529353,100,0,0,5.085849860453415e-11,0.995,5.736107064644876,6.552519009431693,408.6490158248015,2,2
1층 C블록21열 5,16,35,50000,87837.83783783784,120000,872.9,535.0,4.0,0.23270511268860689,0.45714285714285713,1151,1층,C블록,21,5,208,2669,308,1층 C블록21열 12,2694.752122,32.79523133,2.86808196,100,0,0,5.11026630111534e-11,0.997,4.456157055636219,6.563034170048023,404.3524390084571,2,2
1층 C블록21열 6,17,36,50000,88108.1081081081,120000,980.1901960784314,535.0,4.0,0.21949665001771992,0.4722222222222222,1152,1층,C블록,21,6,149,2670,308,1층 C블록21열 11,2691.833019,32.88273682,2.645557844,100,0,0,5.1269095062772845e-11,0.998,3.19409196599168,6.570182662410186,401.4418360133853,2,2
1층 C블록21열 7,19,37,50000,87702.7027027027,140000,867.1692982456141,535.0,4.0,0.2507330690217942,0.5135135135135135,1153,1층,C블록,21,7,89,2671,308,1층 C블록21열 10,2690.172113,32.938198,2.481701624,100,0,0,5.13641139629026e-11,0.999,1.908438190990136,6.574256966454911,399.789142315028,2,2
1층 C블록21열 8,16,35,50000,88108.1081081081,140000,789.8937500000001,535.0,4.0,0.24316550145422663,0.45714285714285713,1154,1층,C블록,21,8,30,2672,308,1층 C블록21열 9,2689.860219,32.95909269,2.395891341,100,0,0,5.1381983311448405e-11,1.0,0.643263909085235,6.575022626868477,399.4847480555694,2,2
1층 C블록21열 9,18,36,50000,88243.24324324324,140000,961.375,535.0,4.0,0.24095932267270537,0.5,1155,1층,C블록,21,9,-30,2672,308,1층 C블록21열 8,2689.860219,32.95909269,2.395891341,100,0,0,5.1381983311448405e-11,1.0,0.643263909085235,6.575022626868477,399.4847480555694,2,2
1층 C블록2열 1,18,34,65000,95540.54054054055,150000,797.1638888888888,535.0,3.0,0.3225711908066137,0.5294117647058824,67,1층,C블록,2,1,324,832,-76,1층 C블록2열 12,896.0892813,94.34134424,21.39580403,100,0,0,1.3897803040217092e-09,0.932,21.277086706577656,4.865270431382922,-1395.157437224662,2,0
1층 C블록2열 10,18,36,65000,96081.08108108108,150000,667.1444444444445,535.0,1.0,0.3145036933557128,0.5,76,1층,C블록,2,10,-206,839,-76,1층 C블록2열 3,867.2560176,97.80486877,15.22237101,100,0,0,1.5330560527727275e-09,0.971,13.79496564297584,5.027433501585144,-1423.929439836821,2,0
1층 C블록2열 11,18,36,65000,96081.08108108108,150000,512.2879629629629,535.0,1.0,0.349812433315199,0.5,77,1층,C블록,2,11,-265,835,-76,1층 C블록2열 2,879.3327015,96.36025757,18.49731695,100,0,0,1.4707549769787943e-09,0.953,17.607630448107248,4.9582130505621285,-1411.8894540789915,2,2
1층 C블록2열 12,20,37,65000,96216.21621621621,150000,504.95666666666665,535.0,1.0,0.374834716615751,0.5405405405405406,78,1층,C블록,2,12,-324,832,-76,1층 C블록2열 1,896.0892813,94.34134424,21.39580403,100,0,0,1.3897803040217092e-09,0.932,21.277086706577656,4.865270431382922,-1395.157437224662,2,0
1층 C블록2열 2,23,37,65000,95405.4054054054,145000,716.7376811594203,535.0,3.0,0.3557334107486816,0.6216216216216216,68,1층,C블록,2,2,265,835,-76,1층 C블록2열 11,879.3327015,96.36025757,18.49731695,100,0,0,1.4707549769787943e-09,0.953,17.607630448107248,4.9582130505621285,-1411.8894540789915,0,0
1층 C블록2열 3,18,35,65000,95945.94594594595,145000,774.5685185185185,535.0,2.0,0.29050910637649574,0.5142857142857142,69,1층,C블록,2,3,206,839,-76,1층 C블록2열 10,867.2560176,97.80486877,15.22237101,100,0,0,1.5330560527727275e-09,0.971,13.79496564297584,5.027433501585144,-1423.929439836821,2,0
1층 C블록2열 4,17,35,65000,95135.13513513513,145000,504.7803921568627,535.0,2.0,0.3150944602298808,0.4857142857142857,70,1층,C블록,2,4,147,840,-76,1층 C블록2열 9,856.1454316,99.04923717,11.82770058,100,0,0,1.59351945157717e-09,0.985,9.926245506651703,5.092848034595189,-1434.9990270871594,2,0
1층 C블록2열 5,20,36,65000,94864.86486486487,145000,816.8041666666666,535.0,3.0,0.2913972395145166,0.5555555555555556,71,1층,C블록,2,5,88,841,-76,1층 C블록2열 8,849.0,99.83991077,8.481368055,100,0,0,1.634093600773602e-09,0.995,5.973539679441219,5.135825612252396,-1442.0977557217682,2,2
1층 C블록2열 6,22,37,65000,94864.86486486487,145000,586.5386363636363,535.0,1.0,0.3918768651622489,0.5945945945945946,72,1층,C블록,2,6,29,842,-76,1층 C블록2열 7,845.920209,100.1848151,5.987950301,100,0,0,1.6520066793492651e-09,0.999,1.9725903376509333,5.1545744283970265,-1445.1339722417629,2,2
1층 C블록2열 7,18,35,65000,96621.62162162163,150000,797.8046296296296,535.0,1.0,0.34100574776686415,0.5142857142857142,73,1층,C블록,2,7,-29,842,-76,1층 C블록2열 6,845.920209,100.1848151,5.987950301,100,0,0,1.6520066793492651e-09,0.999,1.9725903376509333,5.1545744283970265,-1445.1339722417629,2,0
1층 C블록2열 8,18,36,65000,96351.35135135135,150000,714.2490740740741,535.0,3.0,0.32392166991219706,0.5,74,1층,C블록,2,8,-88,841,-76,1층 C블록2열 5,849.0,99.83991077,8.481368055,100,0,0,1.634093600773602e-09,0.995,5.973539679441219,5.135825612252396,-1442.0977557217682,2,0
1층 C블록2열 9,18,35,65000,96081.08108108108,150000,809.6472222222222,535.0,1.0,0.3098402544575435,0.5142857142857142,75,1층,C블록,2,9,-147,840,-76,1층 C블록2열 4,856.1454316,99.04923717,11.82770058,100,0,0,1.59351945157717e-09,0.985,9.926245506651703,5.092848034595189,-1434.9990270871594,2,0
1층 C블록3열 1,19,36,65000,98648.64864864865,150000,579.8219298245614,535.0,3.0,0.3519190201128949,0.5277777777777778,117,1층,C블록,3,1,330,927,-59,1층 C블록3열 12,985.7535189,86.71222784,17.84598507,100,0,0,1.0439867620848304e-09,0.942,19.59507122844833,3.431357342798925,-1305.3607399110838,2,0
1층 C블록3열 10,16,35,65000,97162.16216216216,150000,616.0968750000001,439.0,3.0,0.28792553241803237,0.45714285714285713,126,1층,C블록,3,10,-210,934,-59,1층 C블록3열 3,959.1334631,89.87472598,12.32954378,100,0,0,1.1333469235556135e-09,0.976,12.671624901389231,3.526711007516786,-1331.92589842982,2,0
1층 C블록3열 11,21,37,65000,96891.8918918919,150000,553.1714285714286,439.0,1.0,0.35699932001779616,0.5675675675675675,127,1층,C블록,3,11,-270,930,-59,1층 C블록3열 2,970.1963719,88.54452821,15.22688034,100,0,0,1.0950175035838171e-09,0.96,16.189206257026935,3.4864468003889644,-1320.8954162367666,2,0
1층 C블록3열 12,22,36,65000,97702.7027027027,150000,582.6530303030303,439.0,1.0,0.39656205801352384,0.6111111111111112,128,1층,C블록,3,12,-330,927,-59,1층 C블록3열 1,985.7535189,86.71222784,17.84598507,100,0,0,1.0439867620848304e-09,0.942,19.59507122844833,3.431357342798925,-1305.3607399110838,0,0
1층 C블록3열 2,18,35,65000,98783.78378378379,150000,572.9194444444444,535.0,3.0,0.3353865099375163,0.5142857142857142,118,1층,C블록,3,2,270,930,-59,1층 C블록3열 11,970.1963719,88.54452821,15.22688034,100,0,0,1.0950175035838171e-09,0.96,16.189206257026935,3.4864468003889644,-1320.8954162367666,2,0
1층 C블록3열 3,23,36,65000,98783.78378378379,150000,743.3579710144928,439.0,1.0,0.3602165910493489,0.6388888888888888,119,1층,C블록,3,3,210,934,-59,1층 C블록3열 10,959.1334631,89.87472598,12.32954378,100,0,0,1.1333469235556135e-09,0.976,12.671624901389231,3.526711007516786,-1331.92589842982,0,0
1층 C블록3열 4,20,33,65000,98108.1081081081,150000,514.3383333333334,439.0,1.0,0.41788885987033497,0.6060606060606061,120,1층,C블록,3,4,150,935,-59,1층 C블록3열 9,948.7918634,91.02152934,9.333145033,100,0,0,1.1708119463355562e-09,0.987,9.114175054791223,3.565200716688476,-1342.2312641332692,0,0
1층 C블록3열 5,23,37,65000,97837.83783783784,150000,441.8992753623188,439.0,1.0,0.43901297171329307,0.6216216216216216,121,1층,C블록,3,5,90,936,-59,1층 C블록3열 8,942.1661212,91.75671862,6.330876594,100,0,0,1.1956871146197394e-09,0.995,5.492324557127452,3.590305587649439,-1348.8151169838306,0,0
1층 C블록3열 6,25,36,65000,98648.64864864865,150000,610.316,439.0,2.0,0.4483587218045126,0.6944444444444444,122,1층,C블록,3,6,30,937,-59,1층 C블록3열 7,939.3348711,92.08246348,3.921171615,100,0,0,1.2065315000109935e-09,0.999,1.8338168743501435,3.6011413819108777,-1351.6053412702083,0,0
1층 C블록3열 7,22,35,65000,98918.91891891892,150000,612.9189393939395,439.0,2.0,0.4115838238165033,0.6285714285714286,123,1층,C블록,3,7,-30,937,-59,1층 C블록3열 6,939.3348711,92.08246348,3.921171615,100,0,0,1.2065315000109935e-09,0.999,1.8338168743501435,3.6011413819108777,-1351.6053412702083,0,0
1층 C블록3열 8,20,35,65000,97972.97297297297,150000,627.9941666666666,439.0,2.0,0.381456247341286,0.5714285714285714,124,1층,C블록,3,8,-90,936,-59,1층 C블록3열 5,942.1661212,91.75671862,6.330876594,100,0,0,1.1956871146197394e-09,0.995,5.492324557127452,3.590305587649439,-1348.8151169838306,2,0
1층 C블록3열 9,21,37,65000,98243.24324324324,150000,649.5420634920634,439.0,3.0,0.33465343746053355,0.5675675675675675,125,1층,C블록,3,9,-150,935,-59,1층 C블록3열 4,948.7918634,91.02152934,9.333145033,100,0,0,1.1708119463355562e-09,0.987,9.114175054791223,3.565200716688476,-1342.2312641332692,2,0
1층 C블록4열 1,24,35,65000,98918.91891891892,150000,756.475,509.0,2.0,0.4237735691047478,0.6857142857142857,168,1층,C블록,4,1,335,1022,-42,1층 C블록4열 12,1076.323836,80.08062279,15.12331011,100,0,0,8.01994011698229e-10,0.95,18.148556544264384,2.236347264124165,-1214.6813882236115,0,0
1층 C블록4열 10,18,35,65000,98918.91891891892,150000,603.1074074074074,585.0,2.0,0.3454243003809875,0.5142857142857142,177,1층,C블록,4,10,-213,1029,-42,1층 C블록4열 3,1051.652985,82.90337086,10.21056135,100,0,0,8.59770665607386e-10,0.979,11.69489272497504,2.288837602727205,-1239.301894417789,2,0
1층 C블록4열 11,24,36,65000,98648.64864864865,150000,633.7520833333334,439.0,2.0,0.4347748411572637,0.6666666666666666,178,1층,C블록,4,11,-274,1025,-42,1층 C블록4열 2,1061.821548,81.71024991,12.77245925,100,0,0,8.353056072321726e-10,0.966,14.966203027492902,2.2669069860401683,-1229.1626171345908,0,0
1층 C블록4열 12,24,37,65000,98783.78378378379,150000,482.22222222222223,439.0,2.0,0.42464852641517103,0.6486486486486487,179,1층,C블록,4,12,-335,1022,-42,1층 C블록4열 1,1076.323836,80.08062279,15.12331011,100,0,0,8.01994011698229e-10,0.95,18.148556544264384,2.236347264124165,-1214.6813882236115,0,0
1층 C블록4열 2,22,36,65000,99054.05405405405,150000,794.1295454545453,509.0,2.0,0.36299004642650806,0.6111111111111112,169,1층,C블록,4,2,274,1025,-42,1층 C블록4열 11,1061.821548,81.71024991,12.77245925,100,0,0,8.353056072321726e-10,0.966,14.966203027492902,2.2669069860401683,-1229.1626171345908,0,0
1층 C블록4열 3,22,34,65000,99054.05405405405,150000,645.1659090909092,358.0,3.0,0.4845891535227446,0.6470588235294118,170,1층,C블록,4,3,213,1029,-42,1층 C블록4열 10,1051.652985,82.90337086,10.21056135,100,0,0,8.59770665607386e-10,0.979,11.69489272497504,2.288837602727205,-1239.301894417789,0,0
1층 C블록4열 4,22,34,65000,98513.51351351352,150000,381.15075757575755,439.0,1.0,0.5127528263539153,0.6470588235294118,171,1층,C블록,4,4,152,1030,-42,1층 C블록4열 9,1042.001919,83.93326823,7.563280291,100,0,0,8.83882313315665e-10,0.989,8.394710158248127,2.310048353391293,-1248.9203207554597,0,0
1층 C블록4열 5,24,36,65000,99054.05405405405,150000,374.0694444444444,439.0,1.0,0.5159405791406099,0.6666666666666666,172,1층,C블록,4,5,91,1031,-42,1층 C블록4열 8,1035.860029,84.59576981,4.868394552,100,0,0,8.996980403288005e-10,0.996,5.04407293854834,2.3237527385167875,-1255.0241253737047,0,0
