,Ãþ,ºí·Ï,¿­,³Ñ¹ö,ÀüÃ¼_ÁÂ¼®,X,Y,Z
266,1Ãþ,Bºí·Ï,6,5,1Ãþ Bºí·Ï6¿­ 5,817,1163,-7
267,1Ãþ,Bºí·Ï,6,6,1Ãþ Bºí·Ï6¿­ 6,766,1170,-7
268,1Ãþ,Bºí·Ï,6,7,1Ãþ Bºí·Ï6¿­ 7,714,1177,-7
269,1Ãþ,Bºí·Ï,6,8,1Ãþ Bºí·Ï6¿­ 8,663,1184,-7
270,1Ãþ,Bºí·Ï,6,9,1Ãþ Bºí·Ï6¿­ 9,611,1190,-7
271,1Ãþ,Bºí·Ï,6,10,1Ãþ Bºí·Ï6¿­ 10,559,1195,-7
272,1Ãþ,Bºí·Ï,6,11,1Ãþ Bºí·Ï6¿­ 11,507,1199,-7
273,1Ãþ,Cºí·Ï,6,1,1Ãþ Cºí·Ï6¿­ 1,354,1211,-7
274,1Ãþ,Cºí·Ï,6,2,1Ãþ Cºí·Ï6¿­ 2,295,1214,-7
275,1Ãþ,Cºí·Ï,6,3,1Ãþ Cºí·Ï6¿­ 3,236,1217,-7
276,1Ãþ,Cºí·Ï,6,4,1Ãþ Cºí·Ï6¿­ 4,177,1220,-7
277,1Ãþ,Cºí·Ï,6,5,1Ãþ Cºí·Ï6¿­ 5,118,1221,-7
278,1Ãþ,Cºí·Ï,6,6,1Ãþ Cºí·Ï6¿­ 6,59,1222,-7
279,1Ãþ,Cºí·Ï,6,7,1Ãþ Cºí·Ï6¿­ 7,0,1223,-7
280,1Ãþ,Cºí·Ï,6,8,1Ãþ Cºí·Ï6¿­ 8,-59,1222,-7
281,1Ãþ,Cºí·Ï,6,9,1Ãþ Cºí·Ï6¿­ 9,-118,1221,-7
282,1Ãþ,Cºí·Ï,6,10,1Ãþ Cºí·Ï6¿­ 10,-177,1220,-7
283,1Ãþ,Cºí·Ï,6,11,1Ãþ Cºí·Ï6¿­ 11,-236,1217,-7
284,1Ãþ,Cºí·Ï,6,12,1Ãþ Cºí·Ï6¿­ 12,-295,1214,-7
285,1Ãþ,Cºí·Ï,6,13,1Ãþ Cºí·Ï6¿­ 13,-354,1211,-7
286,1Ãþ,Dºí·Ï,6,1,1Ãþ Dºí·Ï6¿­ 1,-507,1199,-7
287,1Ãþ,Dºí·Ï,6,2,1Ãþ Dºí·Ï6¿­ 2,-559,1195,-7
288,1Ãþ,Dºí·Ï,6,3,1Ãþ Dºí·Ï6¿­ 3,-611,1190,-7
289,1Ãþ,Dºí·Ï,6,4,1Ãþ Dºí·Ï6¿­ 4,-663,1184,-7
290,1Ãþ,Dºí·Ï,6,5,1Ãþ Dºí·Ï6¿­ 5,-714,1177,-7
291,1Ãþ,Dºí·Ï,6,6,1Ãþ Dºí·Ï6¿­ 6,-766,1170,-7
292,1Ãþ,Dºí·Ï,6,7,1Ãþ Dºí·Ï6¿­ 7,-817,1163,-7
293,1Ãþ,Dºí·Ï,6,8,1Ãþ Dºí·Ï6¿­ 8,-869,1155,-7
294,1Ãþ,Dºí·Ï,6,9,1Ãþ Dºí·Ï6¿­ 9,-920,1146,-7
295,1Ãþ,Dºí·Ï,6,10,1Ãþ Dºí·Ï6¿­ 10,-971,1138,-7
296,1Ãþ,Dºí·Ï,6,11,1Ãþ Dºí·Ï6¿­ 11,-1023,1129,-7
297,1Ãþ,Eºí·Ï,6,1,1Ãþ Eºí·Ï6¿­ 1,-1180,1098,-7
298,1Ãþ,Eºí·Ï,6,2,1Ãþ Eºí·Ï6¿­ 2,-1231,1088,-7
299,1Ãþ,Eºí·Ï,6,3,1Ãþ Eºí·Ï6¿­ 3,-1281,1078,-7
300,1Ãþ,Eºí·Ï,6,4,1Ãþ Eºí·Ï6¿­ 4,-1331,1064,-7
301,1Ãþ,Eºí·Ï,6,5,1Ãþ Eºí·Ï6¿­ 5,-1381,1052,-7
302,1Ãþ,Eºí·Ï,6,6,1Ãþ Eºí·Ï6¿­ 6,-1431,1040,-7
303,1Ãþ,Eºí·Ï,6,7,1Ãþ Eºí·Ï6¿­ 7,-1481,1028,-7
304,1Ãþ,Eºí·Ï,6,8,1Ãþ Eºí·Ï6¿­ 8,-1531,1013,-7
305,1Ãþ,Eºí·Ï,6,9,1Ãþ Eºí·Ï6¿­ 9,-1580,999,-7
306,1Ãþ,Eºí·Ï,6,10,1Ãþ Eºí·Ï6¿­ 10,-1630,986,-7
307,1Ãþ,Aºí·Ï,7,1,1Ãþ Aºí·Ï7¿­ 1,1655,1077,12
308,1Ãþ,Aºí·Ï,7,2,1Ãþ Aºí·Ï7¿­ 2,1605,1091,12
309,1Ãþ,Aºí·Ï,7,3,1Ãþ Aºí·Ï7¿­ 3,1554,1105,12
310,1Ãþ,Aºí·Ï,7,4,1Ãþ Aºí·Ï7¿­ 4,1504,1119,12
311,1Ãþ,Aºí·Ï,7,5,1Ãþ Aºí·Ï7¿­ 5,1453,1134,12
312,1Ãþ,Aºí·Ï,7,6,1Ãþ Aºí·Ï7¿­ 6,1403,1145,12
313,1Ãþ,Aºí·Ï,7,7,1Ãþ Aºí·Ï7¿­ 7,1352,1157,12
314,1Ãþ,Aºí·Ï,7,8,1Ãþ Aºí·Ï7¿­ 8,1301,1170,12
315,1Ãþ,Aºí·Ï,7,9,1Ãþ Aºí·Ï7¿­ 9,1250,1182,12
316,1Ãþ,Aºí·Ï,7,10,1Ãþ Aºí·Ï7¿­ 10,1199,1191,12
317,1Ãþ,Bºí·Ï,7,1,1Ãþ Bºí·Ï7¿­ 1,1038,1223,12
318,1Ãþ,Bºí·Ï,7,2,1Ãþ Bºí·Ï7¿­ 2,987,1232,12
319,1Ãþ,Bºí·Ï,7,3,1Ãþ Bºí·Ï7¿­ 3,935,1240,12
320,1Ãþ,Bºí·Ï,7,4,1Ãþ Bºí·Ï7¿­ 4,884,1248,12
321,1Ãþ,Bºí·Ï,7,5,1Ãþ Bºí·Ï7¿­ 5,830,1257,12
322,1Ãþ,Bºí·Ï,7,6,1Ãþ Bºí·Ï7¿­ 6,779,1264,12
323,1Ãþ,Bºí·Ï,7,7,1Ãþ Bºí·Ï7¿­ 7,727,1271,12
324,1Ãþ,Bºí·Ï,7,8,1Ãþ Bºí·Ï7¿­ 8,676,1278,12
325,1Ãþ,Bºí·Ï,7,9,1Ãþ Bºí·Ï7¿­ 9,619,1285,12
326,1Ãþ,Bºí·Ï,7,10,1Ãþ Bºí·Ï7¿­ 10,568,1289,12
327,1Ãþ,Bºí·Ï,7,11,1Ãþ Bºí·Ï7¿­ 11,516,1294,12
328,1Ãþ,Cºí·Ï,7,1,1Ãþ Cºí·Ï7¿­ 1,360,1306,12
329,1Ãþ,Cºí·Ï,7,2,1Ãþ Cºí·Ï7¿­ 2,300,1309,12
330,1Ãþ,Cºí·Ï,7,3,1Ãþ Cºí·Ï7¿­ 3,240,1312,12
331,1Ãþ,Cºí·Ï,7,4,1Ãþ Cºí·Ï7¿­ 4,180,1314,12
332,1Ãþ,Cºí·Ï,7,5,1Ãþ Cºí·Ï7¿­ 5,120,1316,12
333,1Ãþ,Cºí·Ï,7,6,1Ãþ Cºí·Ï7¿­ 6,60,1317,12
334,1Ãþ,Cºí·Ï,7,7,1Ãþ Cºí·Ï7¿­ 7,0,1318,12
335,1Ãþ,Cºí·Ï,7,8,1Ãþ Cºí·Ï7¿­ 8,-60,1317,12
336,1Ãþ,Cºí·Ï,7,9,1Ãþ Cºí·Ï7¿­ 9,-120,1316,12
337,1Ãþ,Cºí·Ï,7,10,1Ãþ Cºí·Ï7¿­ 10,-180,1314,12
338,1Ãþ,Cºí·Ï,7,11,1Ãþ Cºí·Ï7¿­ 11,-240,1312,12
339,1Ãþ,Cºí·Ï,7,12,1Ãþ Cºí·Ï7¿­ 12,-300,1309,12
340,1Ãþ,Cºí·Ï,7,13,1Ãþ Cºí·Ï7¿­ 13,-360,1306,12
341,1Ãþ,Dºí·Ï,7,1,1Ãþ Dºí·Ï7¿­ 1,-516,1294,12
342,1Ãþ,Dºí·Ï,7,2,1Ãþ Dºí·Ï7¿­ 2,-568,1289,12
343,1Ãþ,Dºí·Ï,7,3,1Ãþ Dºí·Ï7¿­ 3,-619,1285,12
344,1Ãþ,Dºí·Ï,7,4,1Ãþ Dºí·Ï7¿­ 4,-676,1278,12
345,1Ãþ,Dºí·Ï,7,5,1Ãþ Dºí·Ï7¿­ 5,-727,1271,12
346,1Ãþ,Dºí·Ï,7,6,1Ãþ Dºí·Ï7¿­ 6,-779,1264,12
347,1Ãþ,Dºí·Ï,7,7,1Ãþ Dºí·Ï7¿­ 7,-830,1257,12
348,1Ãþ,Dºí·Ï,7,8,1Ãþ Dºí·Ï7¿­ 8,-884,1248,12
349,1Ãþ,Dºí·Ï,7,9,1Ãþ Dºí·Ï7¿­ 9,-935,1240,12
350,1Ãþ,Dºí·Ï,7,10,1Ãþ Dºí·Ï7¿­ 10,-987,1232,12
351,1Ãþ,Dºí·Ï,7,11,1Ãþ Dºí·Ï7¿­ 11,-1038,1223,12
352,1Ãþ,Eºí·Ï,7,1,1Ãþ Eºí·Ï7¿­ 1,-1199,1191,12
353,1Ãþ,Eºí·Ï,7,2,1Ãþ Eºí·Ï7¿­ 2,-1250,1182,12
354,1Ãþ,Eºí·Ï,7,3,1Ãþ Eºí·Ï7¿­ 3,-1301,1170,12
355,1Ãþ,Eºí·Ï,7,4,1Ãþ Eºí·Ï7¿­ 4,-1352,1157,12
356,1Ãþ,Eºí·Ï,7,5,1Ãþ Eºí·Ï7¿­ 5,-1403,1145,12
357,1Ãþ,Eºí·Ï,7,6,1Ãþ Eºí·Ï7¿­ 6,-1453,1134,12
358,1Ãþ,Eºí·Ï,7,7,1Ãþ Eºí·Ï7¿­ 7,-1504,1119,12
359,1Ãþ,Eºí·Ï,7,8,1Ãþ Eºí·Ï7¿­ 8,-1554,1105,12
360,1Ãþ,Eºí·Ï,7,9,1Ãþ Eºí·Ï7¿­ 9,-1605,1091,12
361,1Ãþ,Eºí·Ï,7,10,1Ãþ Eºí·Ï7¿­ 10,-1655,1077,12
362,1Ãþ,Aºí·Ï,8,1,1Ãþ Aºí·Ï8¿­ 1,1695,1165,30
363,1Ãþ,Aºí·Ï,8,2,1Ãþ Aºí·Ï8¿­ 2,1646,1178,30
364,1Ãþ,Aºí·Ï,8,3,1Ãþ Aºí·Ï8¿­ 3,1598,1192,30
365,1Ãþ,Aºí·Ï,8,4,1Ãþ Aºí·Ï8¿­ 4,1550,1205,30
366,1Ãþ,Aºí·Ï,8,5,1Ãþ Aºí·Ï8¿­ 5,1502,1219,30
367,1Ãþ,Aºí·Ï,8,6,1Ãþ Aºí·Ï8¿­ 6,1453,1230,30
368,1Ãþ,Aºí·Ï,8,7,1Ãþ Aºí·Ï8¿­ 7,1405,1242,30
369,1Ãþ,Aºí·Ï,8,8,1Ãþ Aºí·Ï8¿­ 8,1356,1254,30
370,1Ãþ,Aºí·Ï,8,9,1Ãþ Aºí·Ï8¿­ 9,1308,1266,30
371,1Ãþ,Aºí·Ï,8,10,1Ãþ Aºí·Ï8¿­ 10,1259,1276,30
372,1Ãþ,Aºí·Ï,8,11,1Ãþ Aºí·Ï8¿­ 11,1210,1286,30
373,1Ãþ,Bºí·Ï,8,1,1Ãþ Bºí·Ï8¿­ 1,1054,1317,30
374,1Ãþ,Bºí·Ï,8,2,1Ãþ Bºí·Ï8¿­ 2,1001,1325,30
375,1Ãþ,Bºí·Ï,8,3,1Ãþ Bºí·Ï8¿­ 3,949,1334,30
376,1Ãþ,Bºí·Ï,8,4,1Ãþ Bºí·Ï8¿­ 4,896,1343,30
377,1Ãþ,Bºí·Ï,8,5,1Ãþ Bºí·Ï8¿­ 5,843,1351,30
378,1Ãþ,Bºí·Ï,8,6,1Ãþ Bºí·Ï8¿­ 6,790,1358,30
379,1Ãþ,Bºí·Ï,8,7,1Ãþ Bºí·Ï8¿­ 7,737,1366,30
380,1Ãþ,Bºí·Ï,8,8,1Ãþ Bºí·Ï8¿­ 8,684,1374,30
381,1Ãþ,Bºí·Ï,8,9,1Ãþ Bºí·Ï8¿­ 9,631,1379,30
382,1Ãþ,Bºí·Ï,8,10,1Ãþ Bºí·Ï8¿­ 10,578,1384,30
383,1Ãþ,Bºí·Ï,8,11,1Ãþ Bºí·Ï8¿­ 11,524,1389,30
384,1Ãþ,Cºí·Ï,8,1,1Ãþ Cºí·Ï8¿­ 1,360,1401,30
385,1Ãþ,Cºí·Ï,8,2,1Ãþ Cºí·Ï8¿­ 2,300,1404,30
386,1Ãþ,Cºí·Ï,8,3,1Ãþ Cºí·Ï8¿­ 3,240,1408,30
387,1Ãþ,Cºí·Ï,8,4,1Ãþ Cºí·Ï8¿­ 4,180,1409,30
388,1Ãþ,Cºí·Ï,8,5,1Ãþ Cºí·Ï8¿­ 5,120,1411,30
389,1Ãþ,Cºí·Ï,8,6,1Ãþ Cºí·Ï8¿­ 6,60,1412,30
390,1Ãþ,Cºí·Ï,8,7,1Ãþ Cºí·Ï8¿­ 7,0,1413,30
391,1Ãþ,Cºí·Ï,8,8,1Ãþ Cºí·Ï8¿­ 8,-60,1412,30
392,1Ãþ,Cºí·Ï,8,9,1Ãþ Cºí·Ï8¿­ 9,-120,1411,30
393,1Ãþ,Cºí·Ï,8,10,1Ãþ Cºí·Ï8¿­ 10,-180,1409,30
394,1Ãþ,Cºí·Ï,8,11,1Ãþ Cºí·Ï8¿­ 11,-240,1408,30
395,1Ãþ,Cºí·Ï,8,12,1Ãþ Cºí·Ï8¿­ 12,-300,1404,30
396,1Ãþ,Cºí·Ï,8,13,1Ãþ Cºí·Ï8¿­ 13,-360,1401,30
397,1Ãþ,Dºí·Ï,8,1,1Ãþ Dºí·Ï8¿­ 1,-524,1389,30
398,1Ãþ,Dºí·Ï,8,2,1Ãþ Dºí·Ï8¿­ 2,-578,1384,30
399,1Ãþ,Dºí·Ï,8,3,1Ãþ Dºí·Ï8¿­ 3,-631,1379,30
400,1Ãþ,Dºí·Ï,8,4,1Ãþ Dºí·Ï8¿­ 4,-684,1374,30
401,1Ãþ,Dºí·Ï,8,5,1Ãþ Dºí·Ï8¿­ 5,-737,1366,30
402,1Ãþ,Dºí·Ï,8,6,1Ãþ Dºí·Ï8¿­ 6,-790,1358,30
403,1Ãþ,Dºí·Ï,8,7,1Ãþ Dºí·Ï8¿­ 7,-843,1351,30
404,1Ãþ,Dºí·Ï,8,8,1Ãþ Dºí·Ï8¿­ 8,-896,1343,30
405,1Ãþ,Dºí·Ï,8,9,1Ãþ Dºí·Ï8¿­ 9,-949,1334,30
406,1Ãþ,Dºí·Ï,8,10,1Ãþ Dºí·Ï8¿­ 10,-1001,1325,30
407,1Ãþ,Dºí·Ï,8,11,1Ãþ Dºí·Ï8¿­ 11,-1054,1317,30
408,1Ãþ,Eºí·Ï,8,1,1Ãþ Eºí·Ï8¿­ 1,-1210,1286,30
409,1Ãþ,Eºí·Ï,8,2,1Ãþ Eºí·Ï8¿­ 2,-1259,1276,30
410,1Ãþ,Eºí·Ï,8,3,1Ãþ Eºí·Ï8¿­ 3,-1308,1266,30
411,1Ãþ,Eºí·Ï,8,4,1Ãþ Eºí·Ï8¿­ 4,-1356,1254,30
412,1Ãþ,Eºí·Ï,8,5,1Ãþ Eºí·Ï8¿­ 5,-1405,1242,30
413,1Ãþ,Eºí·Ï,8,6,1Ãþ Eºí·Ï8¿­ 6,-1453,1230,30
414,1Ãþ,Eºí·Ï,8,7,1Ãþ Eºí·Ï8¿­ 7,-1502,1219,30
415,1Ãþ,Eºí·Ï,8,8,1Ãþ Eºí·Ï8¿­ 8,-1550,1205,30
416,1Ãþ,Eºí·Ï,8,9,1Ãþ Eºí·Ï8¿­ 9,-1598,1192,30
417,1Ãþ,Eºí·Ï,8,10,1Ãþ Eºí·Ï8¿­ 10,-1646,1178,30
418,1Ãþ,Eºí·Ï,8,11,1Ãþ Eºí·Ï8¿­ 11,-1695,1165,30
419,1Ãþ,Aºí·Ï,9,1,1Ãþ Aºí·Ï9¿­ 1,1722,1256,50
420,1Ãþ,Aºí·Ï,9,2,1Ãþ Aºí·Ï9¿­ 2,1673,1269,50
421,1Ãþ,Aºí·Ï,9,3,1Ãþ Aºí·Ï9¿­ 3,1624,1283,50
422,1Ãþ,Aºí·Ï,9,4,1Ãþ Aºí·Ï9¿­ 4,1574,1297,50
423,1Ãþ,Aºí·Ï,9,5,1Ãþ Aºí·Ï9¿­ 5,1525,1311,50
424,1Ãþ,Aºí·Ï,9,6,1Ãþ Aºí·Ï9¿­ 6,1476,1323,50
425,1Ãþ,Aºí·Ï,9,7,1Ãþ Aºí·Ï9¿­ 7,1426,1335,50
426,1Ãþ,Aºí·Ï,9,8,1Ãþ Aºí·Ï9¿­ 8,1377,1347,50
427,1Ãþ,Aºí·Ï,9,9,1Ãþ Aºí·Ï9¿­ 9,1327,1359,50
428,1Ãþ,Aºí·Ï,9,10,1Ãþ Aºí·Ï9¿­ 10,1277,1369,50
429,1Ãþ,Aºí·Ï,9,11,1Ãþ Aºí·Ï9¿­ 11,1227,1380,50
430,1Ãþ,Bºí·Ï,9,1,1Ãþ Bºí·Ï9¿­ 1,1068,1411,50
431,1Ãþ,Bºí·Ï,9,2,1Ãþ Bºí·Ï9¿­ 2,1014,1420,50
432,1Ãþ,Bºí·Ï,9,3,1Ãþ Bºí·Ï9¿­ 3,961,1428,50
433,1Ãþ,Bºí·Ï,9,4,1Ãþ Bºí·Ï9¿­ 4,908,1438,50
434,1Ãþ,Bºí·Ï,9,5,1Ãþ Bºí·Ï9¿­ 5,854,1445,50
435,1Ãþ,Bºí·Ï,9,6,1Ãþ Bºí·Ï9¿­ 6,801,1453,50
436,1Ãþ,Bºí·Ï,9,7,1Ãþ Bºí·Ï9¿­ 7,747,1460,50
437,1Ãþ,Bºí·Ï,9,8,1Ãþ Bºí·Ï9¿­ 8,694,1469,50
438,1Ãþ,Bºí·Ï,9,9,1Ãþ Bºí·Ï9¿­ 9,640,1474,50
439,1Ãþ,Bºí·Ï,9,10,1Ãþ Bºí·Ï9¿­ 10,586,1478,50
440,1Ãþ,Bºí·Ï,9,11,1Ãþ Bºí·Ï9¿­ 11,533,1483,50
441,1Ãþ,Cºí·Ï,9,1,1Ãþ Cºí·Ï9¿­ 1,360,1496,50
442,1Ãþ,Cºí·Ï,9,2,1Ãþ Cºí·Ï9¿­ 2,290,1499,50
443,1Ãþ,Cºí·Ï,9,3,1Ãþ Cºí·Ï9¿­ 3,240,1503,50
444,1Ãþ,Cºí·Ï,9,4,1Ãþ Cºí·Ï9¿­ 4,180,1505,50
445,1Ãþ,Cºí·Ï,9,5,1Ãþ Cºí·Ï9¿­ 5,120,1506,50
446,1Ãþ,Cºí·Ï,9,6,1Ãþ Cºí·Ï9¿­ 6,60,1507,50
447,1Ãþ,Cºí·Ï,9,7,1Ãþ Cºí·Ï9¿­ 7,0,1508,50
448,1Ãþ,Cºí·Ï,9,8,1Ãþ Cºí·Ï9¿­ 8,-60,1507,50
449,1Ãþ,Cºí·Ï,9,9,1Ãþ Cºí·Ï9¿­ 9,-120,1506,50
450,1Ãþ,Cºí·Ï,9,10,1Ãþ Cºí·Ï9¿­ 10,-180,1505,50
451,1Ãþ,Cºí·Ï,9,11,1Ãþ Cºí·Ï9¿­ 11,-240,1503,50
452,1Ãþ,Cºí·Ï,9,12,1Ãþ Cºí·Ï9¿­ 12,-290,1499,50
453,1Ãþ,Cºí·Ï,9,13,1Ãþ Cºí·Ï9¿­ 13,-360,1496,50
454,1Ãþ,Dºí·Ï,9,1,1Ãþ Dºí·Ï9¿­ 1,-533,1483,50
455,1Ãþ,Dºí·Ï,9,2,1Ãþ Dºí·Ï9¿­ 2,-586,1478,50
456,1Ãþ,Dºí·Ï,9,3,1Ãþ Dºí·Ï9¿­ 3,-640,1474,50
457,1Ãþ,Dºí·Ï,9,4,1Ãþ Dºí·Ï9¿­ 4,-694,1469,50
458,1Ãþ,Dºí·Ï,9,5,1Ãþ Dºí·Ï9¿­ 5,-747,1460,50
459,1Ãþ,Dºí·Ï,9,6,1Ãþ Dºí·Ï9¿­ 6,-801,1453,50
460,1Ãþ,Dºí·Ï,9,7,1Ãþ Dºí·Ï9¿­ 7,-854,1445,50
461,1Ãþ,Dºí·Ï,9,8,1Ãþ Dºí·Ï9¿­ 8,-908,1438,50
462,1Ãþ,Dºí·Ï,9,9,1Ãþ Dºí·Ï9¿­ 9,-961,1428,50
463,1Ãþ,Dºí·Ï,9,10,1Ãþ Dºí·Ï9¿­ 10,-1014,1420,50
464,1Ãþ,Dºí·Ï,9,11,1Ãþ Dºí·Ï9¿­ 11,-1068,1411,50
465,1Ãþ,Eºí·Ï,9,1,1Ãþ Eºí·Ï9¿­ 1,-1227,1380,50
466,1Ãþ,Eºí·Ï,9,2,1Ãþ Eºí·Ï9¿­ 2,-1277,1369,50
467,1Ãþ,Eºí·Ï,9,3,1Ãþ Eºí·Ï9¿­ 3,-1327,1359,50
468,1Ãþ,Eºí·Ï,9,4,1Ãþ Eºí·Ï9¿­ 4,-1377,1347,50
469,1Ãþ,Eºí·Ï,9,5,1Ãþ Eºí·Ï9¿­ 5,-1426,1335,50
470,1Ãþ,Eºí·Ï,9,6,1Ãþ Eºí·Ï9¿­ 6,-1476,1323,50
471,1Ãþ,Eºí·Ï,9,7,1Ãþ Eºí·Ï9¿­ 7,-1525,1311,50
472,1Ãþ,Eºí·Ï,9,8,1Ãþ Eºí·Ï9¿­ 8,-1574,1297,50
473,1Ãþ,Eºí·Ï,9,9,1Ãþ Eºí·Ï9¿­ 9,-1624,1283,50
474,1Ãþ,Eºí·Ï,9,10,1Ãþ Eºí·Ï9¿­ 10,-1673,1269,50
475,1Ãþ,Eºí·Ï,9,11,1Ãþ Eºí·Ï9¿­ 11,-1722,1256,50
476,1Ãþ,Aºí·Ï,10,1,1Ãþ Aºí·Ï10¿­ 1,1747,1347,69
477,1Ãþ,Aºí·Ï,10,2,1Ãþ Aºí·Ï10¿­ 2,1698,1361,69
478,1Ãþ,Aºí·Ï,10,3,1Ãþ Aºí·Ï10¿­ 3,1649,1375,69
479,1Ãþ,Aºí·Ï,10,4,1Ãþ Aºí·Ï10¿­ 4,1600,1388,69
480,1Ãþ,Aºí·Ï,10,5,1Ãþ Aºí·Ï10¿­ 5,1548,1403,69
481,1Ãþ,Aºí·Ï,10,6,1Ãþ Aºí·Ï10¿­ 6,1498,1415,69
482,1Ãþ,Aºí·Ï,10,7,1Ãþ Aºí·Ï10¿­ 7,1449,1427,69
483,1Ãþ,Aºí·Ï,10,8,1Ãþ Aºí·Ï10¿­ 8,1399,1439,69
484,1Ãþ,Aºí·Ï,10,9,1Ãþ Aºí·Ï10¿­ 9,1349,1451,69
485,1Ãþ,Aºí·Ï,10,10,1Ãþ Aºí·Ï10¿­ 10,1296,1463,69
486,1Ãþ,Aºí·Ï,10,11,1Ãþ Aºí·Ï10¿­ 11,1246,1473,69
487,1Ãþ,Bºí·Ï,10,1,1Ãþ Bºí·Ï10¿­ 1,1090,1503,69
488,1Ãþ,Bºí·Ï,10,2,1Ãþ Bºí·Ï10¿­ 2,1034,1513,69
489,1Ãþ,Bºí·Ï,10,3,1Ãþ Bºí·Ï10¿­ 3,979,1522,69
490,1Ãþ,Bºí·Ï,10,4,1Ãþ Bºí·Ï10¿­ 4,924,1531,69
491,1Ãþ,Bºí·Ï,10,5,1Ãþ Bºí·Ï10¿­ 5,869,1539,69
492,1Ãþ,Bºí·Ï,10,6,1Ãþ Bºí·Ï10¿­ 6,813,1547,69
493,1Ãþ,Bºí·Ï,10,7,1Ãþ Bºí·Ï10¿­ 7,758,1555,69
494,1Ãþ,Bºí·Ï,10,8,1Ãþ Bºí·Ï10¿­ 8,702,1564,69
495,1Ãþ,Bºí·Ï,10,9,1Ãþ Bºí·Ï10¿­ 9,646,1569,69
496,1Ãþ,Bºí·Ï,10,10,1Ãþ Bºí·Ï10¿­ 10,591,1573,69
497,1Ãþ,Bºí·Ï,10,11,1Ãþ Bºí·Ï10¿­ 11,535,1578,69
498,1Ãþ,Cºí·Ï,10,1,1Ãþ Cºí·Ï10¿­ 1,360,1591,69
499,1Ãþ,Cºí·Ï,10,2,1Ãþ Cºí·Ï10¿­ 2,300,1594,69
500,1Ãþ,Cºí·Ï,10,3,1Ãþ Cºí·Ï10¿­ 3,240,1598,69
501,1Ãþ,Cºí·Ï,10,4,1Ãþ Cºí·Ï10¿­ 4,180,1600,69
502,1Ãþ,Cºí·Ï,10,5,1Ãþ Cºí·Ï10¿­ 5,120,1601,69
503,1Ãþ,Cºí·Ï,10,6,1Ãþ Cºí·Ï10¿­ 6,60,1602,69
504,1Ãþ,Cºí·Ï,10,7,1Ãþ Cºí·Ï10¿­ 7,0,1603,69
505,1Ãþ,Cºí·Ï,10,8,1Ãþ Cºí·Ï10¿­ 8,-60,1602,69
506,1Ãþ,Cºí·Ï,10,9,1Ãþ Cºí·Ï10¿­ 9,-120,1601,69
507,1Ãþ,Cºí·Ï,10,10,1Ãþ Cºí·Ï10¿­ 10,-180,1600,69
508,1Ãþ,Cºí·Ï,10,11,1Ãþ Cºí·Ï10¿­ 11,-240,1598,69
509,1Ãþ,Cºí·Ï,10,12,1Ãþ Cºí·Ï10¿­ 12,-300,1594,69
510,1Ãþ,Cºí·Ï,10,13,1Ãþ Cºí·Ï10¿­ 13,-360,1591,69
511,1Ãþ,Dºí·Ï,10,1,1Ãþ Dºí·Ï10¿­ 1,-535,1578,69
512,1Ãþ,Dºí·Ï,10,2,1Ãþ Dºí·Ï10¿­ 2,-591,1573,69
513,1Ãþ,Dºí·Ï,10,3,1Ãþ Dºí·Ï10¿­ 3,-646,1569,69
514,1Ãþ,Dºí·Ï,10,4,1Ãþ Dºí·Ï10¿­ 4,-702,1564,69
515,1Ãþ,Dºí·Ï,10,5,1Ãþ Dºí·Ï10¿­ 5,-758,1555,69
516,1Ãþ,Dºí·Ï,10,6,1Ãþ Dºí·Ï10¿­ 6,-813,1547,69
517,1Ãþ,Dºí·Ï,10,7,1Ãþ Dºí·Ï10¿­ 7,-869,1539,69
518,1Ãþ,Dºí·Ï,10,8,1Ãþ Dºí·Ï10¿­ 8,-924,1531,69
519,1Ãþ,Dºí·Ï,10,9,1Ãþ Dºí·Ï10¿­ 9,-979,1522,69
520,1Ãþ,Dºí·Ï,10,10,1Ãþ Dºí·Ï10¿­ 10,-1034,1513,69
521,1Ãþ,Dºí·Ï,10,11,1Ãþ Dºí·Ï10¿­ 11,-1090,1503,69
522,1Ãþ,Eºí·Ï,10,1,1Ãþ Eºí·Ï10¿­ 1,-1246,1473,69
523,1Ãþ,Eºí·Ï,10,2,1Ãþ Eºí·Ï10¿­ 2,-1296,1463,69
524,1Ãþ,Eºí·Ï,10,3,1Ãþ Eºí·Ï10¿­ 3,-1349,1451,69
525,1Ãþ,Eºí·Ï,10,4,1Ãþ Eºí·Ï10¿­ 4,-1399,1439,69
526,1Ãþ,Eºí·Ï,10,5,1Ãþ Eºí·Ï10¿­ 5,-1449,1427,69
527,1Ãþ,Eºí·Ï,10,6,1Ãþ Eºí·Ï10¿­ 6,-1498,1415,69
528,1Ãþ,Eºí·Ï,10,7,1Ãþ Eºí·Ï10¿­ 7,-1548,1403,69
529,1Ãþ,Eºí·Ï,10,8,1Ãþ Eºí·Ï10¿­ 8,-1600,1388,69
530,1Ãþ,Eºí·Ï,10,9,1Ãþ Eºí·Ï10¿­ 9,-1649,1375,69
531,1Ãþ,Eºí·Ï,10,10,1Ãþ Eºí·Ï10¿­ 10,-1698,1361,69
532,1Ãþ,Eºí·Ï,10,11,1Ãþ Eºí·Ï10¿­ 11,-1747,1347,69
